dates,reviews,comments
1/11/2022,1,I just ordered a small side of fried rice I showed up and it's was $8 which for the location and what I got was extremely high. It has zero flavor all the white sauce in the world couldn't help this rice it's safe to say I won't be back! On a side note ease up on the oil.
10/8/2022,3,"Usually good but... they didn't seem ready to operate. I arrived at the opening time of 12pm on Saturday. There was no ice at the drink station, tables didn't seem greatly cleaned, and took about 20 minutes to get my food. They seemed preoccupied with making a to go order that must have been called in before they opened. Fortunately the food did taste good by the time I got it."
12/5/2021,2,The food was not bad & expensive. I oreded delivery and they forgot to make half the order (didn't forgot to charge me though) when I called they acted like it was an inconvenience for them to fix their error.Don't recommend based on their customer service
3/11/2022,1,"I wish there was an option to rate this place 0 stars because I don't believe it's worthy of even 1 star! I visited this location on Sunday with my boyfriend and some friends. We all ordered our food and within about 5 minutes everyone's food started coming out, besides mine. So I wait another 15 mins go by, still waiting, my friend approached the staff to ask what's going on with my meal, he's told it'll only be a few minutes. Another 15 minutes go by, at this point everyone is almost done with their food. And I'm still waiting for mine, so I go ask the staff what's going on and how much longer it might take. Mind you this whole time they have been filling to go orders and new orders coming in left and right, yet I'm still sitting there 30 minutes later waiting for food! When the food finally arrives we asked the ""manager"" what took so long and she told us they took so long because they were making fresh noodles and filling to go orders. I take 1 bite into my General Tso chicken and noodle bowl to find cold soggy, excessively oily, bottom of the barrel, probably day old noodles! After making me wait more than 30 minutes for my meal they have the nerve to serve me disgustingly old noodles when this whole time they said the hold up was them making ""fresh"" noodles. At this point I don't even have an appetite because of how disgusted I am with their service and the quality of the food. I approached the staff to voice my concerns and was met with attitude from both the guy rolling sushi at the time and the ""manager"". I asked for a refund which they provided with a side of attitude of course. What she should have really done is taken care of the whole bill to compensate for their horrible service. There was no concern, no apology, no explanation, no effort to make things right. The ""manager"" was so annoyed to even be bothered with this issue. And I put the word ""manager"" in quotations because she may have held the title but she was far from what a true manager embodies. I would strongly suggest re training her along with your entire staff on what hospitality is.Please do yourself a favor and don't waste time or your money going here."
9/17/2022,5,Honestly I've never heard of bento until I started  working downtown. I've tried quite a few things but it's overall really great!!
10/18/2021,3,Food is great but service was bad. My children's food came out after I was done with my food. The cashier was new. He didn't know what size the portions were or if I cans substitute anything. I willLook for another place with great food instead of coming here.
5/5/2022,3,"This is a very convenient location for Downtown, but there are some things you should be aware of because it's not quite a ""normal"" Bento location. First, there are no boba-style drinks available--which is a shame, because I'd be here multiple times a week for those. Second, Happy Hour (buy-two, get-one-free sushi, BOGO beer, and free app with kitchen entree) is dine-in only, even though that's not advertised anywhere until after you order. Third, the portions are 10-15% smaller than regular Bento locations. Even though I live less than a block away, I choose the Winter Park Bento more frequently."
5/22/2022,1,"Was sitting outside with my meal and drink, got up to make a phonecall didn't want everyone to hear my conversation. Come back to my table and the worker had threw my food and drinks in the trash. I go inside ask the manager for a replacement not even a refund and she refused. It was about $35 worth of food and drink. Obviously customer service is not their thing."
11/2/2019,4,"I've been to quite a few locations of Bento, so it's high time I wrote a review. This one came in clutch for my and my crew after walking the streets of Downtown Orlando!You order as soon as you walk in the door and the food is brought to you. The food came out quite quickly and it did not disappoint. My food was not as hot as I would have liked this time around, but no serious complaints. The food tasted fresh and is always presented beautifully.Great spot if you are into Asian Fusion. Always a quality meal!"
2/25/2022,4,"The food was 4 stars, the atmosphere 3, so I rounded up from the 3.5 star average that this Bento location fittingly already has on Yelp.My husband, toddler, and I shared a Japanese curry chicken katsu bowl, a Korean tofu bowl (both with brown rice because we like denying ourselves pleasure), and a Florida roll.We were able to enjoy the perfectly-prepared bowls despite the echoey, crowded, and grimey atmosphere (and I know grimey - I have a toddler). The chicken and tofu were perfectly fried, the sauteed vegetables still nicely crisp, and the rice - well, despite it being brown, didn't detract. The Korean bowl wasn't too saucy or spicy (except maybe for the extremely spice-averse), and my husband found the Japanese bowl's green beans excellent. The Florida roll was a little light on the avocado, which it really could have used more of to offset the fish and cream cheese. And actually maybe a little more rice?The atmosphere was more fast-casual than I expected (that one's on me), but maybe class it up with something (environmentally) nicer than giant plastic cups for all beverages, at least for dine-in. My husband and I had to laugh at ourselves drinking sake out of a beer pong-sized plastic cup."
6/20/2021,5,Reasonably priced and consistently delicious sushi. We've always had great experiences in the restaurant and it's one of our reliable go-tos for take- out or delivery.
5/25/2022,5,The bento boxes are great! Great variety of options on the menu and well executed - I highly recommend.
1/22/2020,4,"*this review is based on pick up only*I've ordered from Bentos via their online portal and I really dig it! The menu is easily accessible, down to allowing you to ask for special requests for your order (though they mention it might not be acknowledged). Order has always been ready within 10 minutes which surely beats waiting in line and then waiting for your food afterwards. I'm always acknowledged quickly and have not had to wait more than 5 minutes for my order when I arrived. Still tasty & hot as if I was eating in the restaurant."
5/31/2022,5,This is a great place.It has good food and good Services. They are very clean and nice people.I recommend the garlic broccoli.
11/1/2021,1,I worked today 10/31/21. I went on break and got sushi.I'm now in the hospital because of food poisoning. Absolute worst sushi and even worse service. 0/10 would not recommend.
4/15/2022,2,"Usually their dishes are good. But today, I placed an order to go; sesame stir fry w/shrimp bowl at 2:26pm. Two young ladies ordered after me and received their meals around 10-15 mins after. I had to ask about my meal. I received it 20 mins later. The rice was pasty, no seasoning. JUST BLAND. Wasted $14."
9/20/2019,5,"Bento always delivers! Love the ambiance of this location very chic. I appreciate the consistency and flavors of Bento. Came on a Thursday afternoon and wasn't very busy. Parking can be a nightmare if you don't want to park in the parking garage. Had a bento bowl and the flavors were every bit of amazing. Will continue to frequent. Call ahead for take out, as certain times they get very busy. Metered parking around the corner."
9/15/2021,5,Love all bento locations! We order bento often and it's always delicious ! Many great options of food and teas
4/19/2018,1,"One question...what the heck happened to this place?!?! We are so disappointed. No more table service, they down sized their menu and got rid of a lot of items, the Udon soup had thin, flat noodles and the beef they used almost seemed like mutton. Yuck. Not at all what it should have been. The steamed chicken dumplings were thrown into a bowl and we were given a plastic to go container of the dipping sauce on the side. Food didn't even taste the same. It seems they are pinching pennies at this place wherever they can. We used to love coming here....not anymore. We won't be coming back again."
9/16/2019,4,"One of our favorite lunch spots.  You can smell the appetizing aromas from the street.  Lots of great vegetarian options.  You can have your choice of protein, sauce, veggies over rice or noodles, they have great bento boxes as well.  Another of my favorites are the sushi rolls and most recently the amazing poke bowls.  Very delicious, service is friendly and fast.  Seating is tight at lunch, and occasionally the orders are wrong, but still we love it."
3/11/2022,3,40 minutes and counting for two bento boxes. There are 5 tables with a total of 16 ppl here. It's completely dead.
4/6/2018,4,"Walked past this cafe on my way to walk for the premiere of Orlando Fashion Week 2018, it smelled delicious, which caused me to do a double-take on catching their name. I ended up walking the same path back to my car and smelled the same deliciousness on my return trip. That was my queue that I needed to have dinner there, instantly. After walking in, I checked in on Yelp and noticed they had 400 reviews while sitting at a 4 star rating... that's pretty darn good for me! Let's sushi! On top of that, I received an instant coupon (from checking in) for a free appetizer. For a little café, on a Friday night, the seating was quick! The wait staff pretty swift! And the food was tasty! I ordered, steamed chicken dumplings for my appetizer $FREE; the 4 piece ""Cali"" Sushi $3.50; and the Fried Rice Bowl with Chicken $8. Washed down with a delicious Angry Orchard $3.50It doesn't seem as if that was much but, the portion size of the rice bowl was HUGE more like a deep bowl. I will be returning again... and again... and again when I am back in town."
2/25/2020,4,"Came here for dinner with my husband, service was great, a lot of options on the menu. I ordered Szechuan Chicken bento box and my husband got Pao Pao chicken with Lo Mein noodle bowl. The flavor is great, I would hope the Szechuan chicken can be more spicy but I guess it caters to American taste. Pao Pao creamy sauce was good but a bit too much on the noodles. It would also be nice if they can add more vegetable varieties to the dishes instead of only having steamed broccoli. Bento box was $11 and the bowl was $10, the portion may be a bit small if you came in with an empty stomach. A nice place overall, will come back again to try the sushi box."
5/30/2021,5,"I especially love the tofu and fried rice. The service is fast and friendly, and the prices are good."
6/12/2021,1,"The chicken pad Thai I got was good here but my sister in law ordered a sushi combo box and a gnat came flying out of the container! We ordered for delivery. After calling the restaurant about the situation just to give them a heads up, they offered a free one to replace it. All I had to do was give them my name. When I tried to get the replacement they offered, I was turned away because nobody recalled the offer."
6/19/2017,4,"4 stars for a solid downtown Asian restaurant.I've been to Bento a few times with various people. Located in the Plaza on Orange Avenue next to Mochi and the theater, Bento is a standard Asian restaurant that offers sushi and various rice or noodles + flavored meat combinations.When you arrive, you walk through the door and immediately get into line to order at the counter. Bento has menus off to the side for you to use to order, and the servers bring out your food once it is ready. The interior is fairly clean and modern with techno music playing in the background and a sushi counter looking out to the dining room.When it comes to picking food, you can either order a roll or put together a bowl or box. I usually get the bento box if I'm hungry or he noodle bowl if I just want a snack. The latter comes with ginger salad, a fun dessert, string beans, and noodles/rice with your meat (I like the orange, but they have several good flavors). Priced at around $10 (which gets you a free appetizer as a Yelp check-in deal), it's probably the best combo to get.Overall, Bento is a solid downtown Asian restaurant. The nice interior, good standard Asian food selection, and good deals makes this one of the better (non-sushi) Asian spots in Downtown Orlando."
8/8/2021,4,"This place is hidden. The food was delicious. I had the chicken stir fry rice bowl and fried pork dumplings. The restaurant was clean. Staff friendly. I tried to pay in cash and they wouldn't accept it. You have to use a credit card. Apple Pay, etc. You have to grab a menu at the door when you walk in. Order at the register. They will prompt you for a tip. Just FYI, you seat yourself, get your own drink from the cooler or fountain, you have to go get your napkins and plastic utensils from the back of the restaurant. They bring your food and never come back. No glass of water. I only received half my order. When I was done with my rice bowl I had to go back to the register to inquire about my dumplings. I'm not sure what the tip is for since there is no service. Same deal as Panera. But the food was great and the portions were ver good. I don't agree with this asking for a tip before you get your order and when you have to serve yourself.  You don't get a tip just because you show up for work."
7/8/2019,4,"Good sushi however the Yaki Udon is way too salty. I had to ask them to remake it using less sodium/soy sauce/salt. Way too much salt. Prices are very reasonable and clean interior restaurant.However, don't expect to get any service at all. They bring out your food and never check up on you again. If you need napkins, you have to walk all the way to the cash register for that. If you need a refill on your drink, you have to walk over to the drinks yourself. I wouldn't tip them much."
5/27/2019,3,"I decided to come to downtown Bento location due to convenience for me. I ordered the Szechuan Shrimp with veggies & rice and received a free appetizer for checking in on the yelp app. I chose the wontons. Service: The line was literally out the door. It took about 10 mins to reach the front register. It took about another 15 mins to receive my food. The place was packed shoulder to shoulder. So seating was hard to find, especially if you're in a larger party. Food: I received my wontons about 5 mins before my entree came out. The wontons were more on the crispy side but were delicious with the sauce that came with it. The entree came out hot and steamy! As far as the taste of the food, it was very generic. I felt like I could have randomly chose a random Szechuan sauce from the shelf and had better if not equivalent. The shrimps were nice and juicy and the lunch portion was pretty good in size.. it could easily been separated into 2 meals. Parking: so you have to park in a parking garage and Bento will validate your parking .. just know they only take off $2 and NOT the entire parking fee."
3/1/2019,4,"I'm surprised I have not reviewed Bentos before. This place is the place to thank for my love for sushi. It was my first sushi spot I ever went to. I've been to their location in Dr Phillips as well. The servers are always friendly. This visit I actually checked in and got free wontons! They came out a little over friedand the server had no problem to bring them back. He even stood by while they made fresh ones. It's a nice ambiance. I have since explored several sushi places,and I still enjoyed Bentos!"
12/21/2020,4,Haven't been here in awhile since covid started.the time to get food was slower than the times before but we still enjoyed it.
6/11/2020,4,Love the food but every time we order off yelp there seems to be an issue. Either they can't find it or it takes an additional 30 minutes for our food to be ready.
2/2/2019,4,"Came to Bento with a big party and they were accommodating once most of the party arrived, which is normal. The place is pretty small but clean, and it is downtown, so not a big deal. It was my first time there and the menu looked great. Our server recommended some dishes and I opted for the pineapple chicken with white rice. It came out hot and you could tell it was real white meat chicken, with a tangy pineapple sauce. It was good, not great, not as flavored as I thought it would be but they gave you ALOT of food and it was affordable. I had so much leftovers! Other people in the party ordered their bento boxes, which looked amazing. Next time I will definitely order that. The customer service was excellent and I would be back again and recommend."
5/5/2020,3,"Bento used to be one of my favorite casual restaurants in Orlando due to their large menu and all of the varieties they have. I've been ordering from this restaurant for years, but I've realized that their prices continue to go up while the quality of their food has been decreasing tremendously. My favorite items were the sushi combo box (rainbow roll, mount fuji roll or special mexican with a side of white sauce) and the sriracha garlic chicken with noodles. Last time I ordered, the rolls were extremely small and the chicken was soggy."
1/19/2020,5,Absolutely delicious rolls!  Great little spot downtown to grab a bite and sooth  your sushi roll cravings. Excellent quality. Creative taste combinations. Friendly service. OnE of the best rolls we've ever had.
2/16/2017,3,"Let's start with the good, if you check in with Yelp you can get a free appetizer! They have happy hour from 3-6 from Monday to Friday. The restaurant is rather small so it's difficult to walk around if they place you in a middle table and your basicly sitting with your neighbor.I tried this out with some of my friends for the first time. I was late as always...I can't help it I'm Italian, it's in my blood! Haha. All of my friends already had their food when I got there. I ordered the free app to start, the pork egg rolls. They were good but nothing to rave about. As always when I'm with a group I have a hard time ordering. I decided to opt for the poke bowl with tuna since it had mango and I haven't had mango in forever. So as you know the dish is mostly just cut up cold items since its sushi but it still took them around 25 minutes to finally bring over my dish. Oh and the best part there were only a few small pieces of mango. I'd say an okay experience but I don't think I'd revisit."
7/22/2017,4,"I have been coming to Bento since I moved here to Florida 3 years ago. I worked downtown and this location is in the heart of downtown. Its easily accessed by any club or business downtown.Bento is my go to for a quick meal. I love sushi and the sushi they serve is always delicious. They have many different options of asian food, and the most popular combo is the bento box. It comes with 8 pieces of california, and 2 other rolls of your choice at 4 pieces each!I had a little mishap my last visit, they messed up my order and forgot my appetizers. The manger was apologetic and gave me a $10.00 valture for the next time I visit. I will continue to come to this location and any Bento around the Orlando area!"
4/5/2019,4,"I came here about a week ago with a friend and decided to try it for the first time, the food was good, I don't have any complaints. I would come back on a regular day for lunch"
12/4/2018,4,"I love this chain!What did I getI got the Regular sized build your own poke. I got it with double Salmon (Yes, I love salmon. Got spicy and regular. For the base, you can pick white or brown rice or spring mix, I got the greens. With the regular you can pick 3 different add ins and also 3 toppings with 2 sauces. I got mine with nori, jalapeños, wonton crisps, masago, fried onion.EnvironmentThis location is right downtown by the Cobb Theatre. It is relatively big for its location but can get very crowded during lunch time. I was there around 12 and it got packed.Niceness of the StaffDespite being busy, the staff was very nice. I was able to make my order in a timely manner and the order was brought out to me quickly. I asked for wasabi and they brought it to me quickly! Nice staffDollarThe regular boba was $11. Very reasonably priced.Yes?I love bentos! It is my trusted quick asian chain I love.#WendyWanders"
1/4/2019,4,"Consistent and a downtown Orlando lunch staple. Since I switched jobs to an office downtown, Bento has become a regular spot for me to grab a quick, affordable bite to eat. FOOD: Japanese/Asian cuisine. I usually order off their sushi menu, but in the event I am not feeling like it, I know their restaurant-side food is still good. Bento offers a wide variety of food. Their menu has two sides to it! If anything, their food is also very consistent and rarely do I have issues with the order itself.ATMOSPHERE: Fast casual. I wouldn't come to Bento for an intimate date, especially during the lunch hour where the line stretches through the dining area. You order and grab a table before the servers bring you your food.SERVICE: It is usually good, but every once in a while, I get someone who is completely clueless (so I chalk it up to them being new) or just apathetic about getting the orders brought to you timely. For example, a friend, who had ordered before me, got their meal after me because the server running the food did not check the window. Our sauces came out wrong too, but thankfully, that was an easy fix.Like I said, I come here pretty frequently, so Bento, please don't change.TIPS:- Get to Bento before 11:45 a.m. on weekdays to avoid a hefty lunch line.- Check in on Yelp for a deal.- Coca Cola products are served here."
1/31/2017,4,"Whenever I go to bento I am never disappointed. They have the best rice bowls, or sushi! I recommend picking either or because if you get both your bill will be a little higher than usual- and you will be stuffed!!! I love their sweet and sour chicken with white rice and you can never go wrong with any type of sushi. I always end up taking my rice bowl home because it is a lot of food. For the price you pay, id say the amount of food you get is fair! I will be back here soon to get my sushi kick!"
12/8/2019,5,"Their food was very tasty and fresh, I tried the soy poke sauce on a tuna poke bowl and it was very well balanced  with the rest of the bowl, I can't wait to try more of their menu. The young lady at the register was very nice and polite and asked all the right questions to get our order right, we were very happy with our bowls and will be coming back next time we are in the area The atmosphere was very upbeat, I wish we had had a chance to stay but had to travel and were there just to return our rental car."
1/2/2019,4,"I love this spot i used to come here a lot back in my Glory college days. It's a great spot to grab something to eat before going to the movies, or bar hopping. The food is pretty inexpensive and absolutely delicious. The staff is always willing to help and seem to be very knowledgeable. Bento is always our first choice when we are in downtown Orlando"
3/11/2019,5,"Love this place! It's fast, food service, tasty sushi, and good affordable prices! Favorite rolls are the special Mexican, Mt. Fuji, and dragon fly!"
12/9/2019,4,Bento has a good selection of bowls and are reasonably priced. The Korean chicken noodle bowl was good. Portion sizes are good. Lunch at Orlando downtown location can be crowded depending on the lunch time rush. Always a good go to for sushi and noodle bowls.
7/2/2018,3,"Ate here twice with my friends after rehearsals. Both times we sat in the booth against the long window since we were a group of 5-8 depending on the time. The food is cooked to order, the veggies are fresh and the rice is good. I ordered the Broccoli garlic beef the first time and a noodle dish the 2nd, both times the food was fast and delish!"
1/5/2019,3,"***Update: The management followed up about the experience, which I really do appreciate. The food was OK. The regular udon noodles are the best thing to have in a bowl. The two stars mainly come from The customer service because it was below par honestly. I called ahead, and they didn't put the order in until I got there 20 minutes later. Additionally, they got the order wrong. They did apologize, but it did leave a bad taste in my mouth unfortunately. I usually enjoy going to Bento, so it might have been a one-time thing."
7/6/2020,5,Love the fried rice and the cream cheese rangoons they were always great no matter the location
10/11/2019,5,LOVE LOVE LOVE LOVE LOOOVE This is on my top 5 fave places to eat. The bento box is the best option. My faves are the Bulgolgi and the Yellow or Red Curry. Their sushi is also AMAZING. highly recommend the TNT roll. Great food at great prices. Can't go wrong here.
8/11/2016,4,"I have now been to Bento twice... once for lunch and once for dinner. The first time I went, I was able to try an assortment of sushi. Myself and two co-workers each got a roll and split it all the way around. Some sushi was better than others, but everything was very good. I will go ahead and admit that I am being a bad Yelper and not remembering what rolls I have tried. But with any sushi, if I don't do a picture and caption then, it is lost on me looking back. For a lunch place, it is a great spot to stop in and get sushi. The atmosphere didn't feel as much that way for dinner. Maybe it was the really close quarters or maybe the rowdy group next to us downing the sake special like it was penny beer night. But not exactly what we were looking for a night of sushi with just my wife and me. The sushi was still very good and I would not be opposed to coming back. But if I am looking for a nice, relaxing dinner, we might try somewhere else. They still get the 4 stars because the food is worth coming in for."
11/4/2019,3,"Quick, convenient spot downtown to satisfy some Asian food cravings. I love its variety especially for when you're in a big group or don't know exactly what you're craving til you get there. The bento box is good if you can't decide even when you get there. It has salad, a carb, your choice of meat, and a couple pieces of sushi. It's your classic fast food Asian place - not the highest quality but still satisfying."
10/20/2020,3,Stopped by for a quick meal with my brother. This was my first time there. The food was decent. I found it a bit expensive for what it was and for the fact that it's cafeteria style. The veggies were good but the pasta was cold. Don't think I'll go back there.
3/30/2021,3,The venue is always kept nice and neat. The food and prices are good. The wait time isn't long even when they are busy during lunch.
8/11/2019,5,I usually get one of their bowls with Pao Pao sauce which is a creamy spicey sauce which is great on chicken or shrimp.   Their edamame is tasty with Garlic being my favorite.   Poke bowls are a solid choice here as well and the fish as always been fresh. It can be tricky to find as the main entrance is in the hallway under the movie theatre when going from orange ave towards the parking garage/entrance to the Solaire.  It is on the east side of the Plaza building.Yelp PRO TIP: as of this writing they have a FREE appetizer with every check-in!
8/20/2018,5,I can't believe I've never left a review for Bento! I am a check in regular and love this place. I love that they offer a free appetizer when you check in. The food is always consistently delicious and for the location the pricing is very affordable. I love going here after the movies and sometimes come in for lunch. I've even ordered delivery and my orders are always very accurate. I always order the special Mexican roll with bento fried rice with steak and shrimp. The bento box with spicy cream chicken is another favorite and I have trouble choosing between them. Bento is a franchise but still a local franchise and I love it!
8/22/2021,1,I used to love you guys but for some reason you don't take cash anymore. Which is weird I work downtown at a busy place and we take cash but you are definitely losing customers for not taking cash if you fix that you might be busier
7/26/2016,4,"Chain restaurant that is definitely worth a visit. Everytime I go there I get something good and I try something else that I want to get next time. Curry (yellow) Katsu great, sweet spicy cream really good!!The service is good and I love the vibe plus they get your food to you in a timely fashion. Good prices as well."
