dates,reviews,comments
1/3/2021,4,"Thankfully, delivery is available in our area, due to COVID. Great food. Adorable little Bento Boxes for the kids. And the Boba Thai Tea was amazing! My favorite part."
11/20/2021,1,"3 strikes your out! We have been going to bento for many many years. When I found out they were building one in Oviedo I was very excited. Unfortunately every time we've gone it has not been anything Close to what the other two Bento restaurants taste like. The first and second time the sushi taste old. The ingredients were not fresh. This last third time we found hair in a sushi roll and as soon as I went to pour my son's noodle bowl there was a bug that came out with all of the noodles. I don't know what their doing differently at that store, but we will not return."
6/9/2021,5,Not many restaurants in the area offer this type of food.The sushi bento box offers a lot of sushi.
10/2/2021,2,First time eating there and ordered the Mongolian chicken and a boba tea.  The total amount came to over $19.00! Wow! I told myself that this better be off the chain for that price! Was disappointed by the portion and the food was Lukewarm.  Boba tea was bitter and served with a paper straw that stuck to  my lips when i tried to drink it. Price was way too expensive and mediocre food.
7/19/2020,1,"Bento is one of our favorite spots because the food is always good! Only reason I am giving a one star review is because of the customer service. We ordered our typical order and got this note attached to it stating that it is an additional charge for white sauce. There is no issue that they charge for the white sauce, would have just been nice to get a quick call saying that and we would have happily added some and paid for it. Just disappointing to get your food and be missing one of the best parts!"
10/21/2020,5,I had an awesome meal. The Zombie roll looked awesome and tasted great! I got some spring rolls and they tasted great. They weren't crispy at all but that happens when you get fried things in takeout. This was my second time and it won't be my last. The servers inside were friendly and helpful when I went in to get my food.
10/15/2020,4,Decent food - did take out twice (because of Covid). . . would not hesitate to order again.
6/10/2020,5,"Normally, this is the type of restaurant that I avoid like the plague, so I am almost embarrassed about how many times I have been here already since they opened the doors to their latest location.  For the life of me, I can never understand why so many times we see restaurant after restaurant featuring the same exact cuisine fail in the same location time and time again.  This spot has held several Sushi restaurants in the not too distant past.  I think what will help Bento succeed is their variety, cost and speed of service.  Each time I have ordered so far, the items have been ready in 15 minutes or less.  They have a good variety of rice and noodle bowls representing a number of Asian flavors.  The bowls have a good mix of protein, vegetables, carbs, and sauce.  I have tried Coconut Curry, Orange Chicken, Mongolian, Thai Pineapple Rice, and enjoyed them all.  The Egg Rolls were very good, and I have enjoyed all of the Sushi Rolls I have tried as well.  One thing I like about them is you can get a half or full roll for an order.  The Fried Avocado Roll has ended up in my bag 3 times already, and I am guessing it will again soon!  This is a great addition to the neighborhood for a quick, flavorful meal that won't break the bank."
6/8/2021,1,I have never been so disappointed with an order from bento in my entire life. I spent $20 for flavorless chicken and raw veggies. The only thing good was the sushi and there was wasabi accidentally sent it all over it. The waiter was also super confusing and had no idea what he was talking about or doing. Also waited 35 minutes for food that is below satisfactory. I got a bowl with chicken and udon noodles and the chicken is absolutely flavorless and the broccoli and carrots are not even fully cooked. Super disappointing for the money I paid.
6/19/2020,5,This food is amazing and* I miss good food (from SF). The service put up with me and they all wore masks - were super clean.  The pickup process was easy and super safe. The owner really put money into the community and I love the way the restaurant looks. Keep rocking Bento!
11/11/2020,5,"I stumbled on this little gem quite by accident, and I sure am glad!!  Haven't yet dined inside, but every week, it seems, I'm craving their food.  Ordering straight from their website is still delivered by Doordash, but you forego the ""service fee"" Doordash charges above the delivery fee.  Always arrives earlier than expected and perfect temperature!We have only had some of their sushi, soup, egg rolls and their bento boxes.  Everything tastes very fresh and delicious.  Their boxes are a step above anyone else's.  They add a small salad, rice, green beans and those delicious little cinnamon sugar crispy noodles (there aren't enough of those, if you ask me!)Can't wait to dine in!"
10/11/2020,5,"This place gives big portions and everything i've tried is super good. The stir fry vegetable w chicken, the pad thai, the egg rolls, Orange Chicken, and sushi is very good."
4/21/2021,5,Love this place. Sushi box is my favorite with mountain fugi THE BEST!!!  They always served on time and never have problems with my orders. People are nice and have different options for the family with affordable prices.
8/11/2020,3,"I tried a sushi box which came with a California roll and 2 other 4 piece rolls of my choice. It also came with a salad and some noodles. The sushi is decent and seemed fresh but not the best I've had. The salad had no dressing and if I was supposed to choose one, that wasn't made clear as I told the server it was my first time there. I asked for extra wasabi, but received barely 1/4 teaspoon which was hardly enough. It was my first time there so I'll give them one more shot to see how they do."
3/8/2021,1,"Have eaten at this location a few times and while the wait is usually insane or they forget sauces, I got the Korean chicken rice bowl last night and woke up in the middle of the night with stomach pains. I continued to have pains all day today and have been postponing taking an exam because it hurt to sit up. After finally going to the bathroom and deciding to pull trigger, I managed to throw up about 10 times and finally got all the bento out of my system and instantly felt a thousand times better. I've only gotten food poisoning twice before this in my life so this meal probably ruined Bento for me for good."
9/3/2020,4,The poke bowls are amazing and the sushi is really good.  The staff at this location is very nice. Management is fair if you were to ever have any issues or questions.
9/17/2020,4,"Clean, friendly, good food at great prices. Love the brown rice vegetable options. Only wish they had curbside so I could swing by with the kids more often. Broccoli garlic is always a go to. Love the vegetarian sushi options"
8/11/2020,5,"Great food, Great service.... I had the beef Katsu with udon noodles and it left me wanting more! The workers were so kind even in this time of crisis. They not only had delicious food but it was all so fresh and such a wide variety of different umami flavors, I can not want to come back!"
3/13/2021,1,ordered rolls and they were cold and premade. they even admitted to premaking rolls. if i wanted premade rolls i would have gone to Publix. this place has gone down in quality.
6/6/2020,1,Had to wait 35 minutes for a basic order and the store wasnt busy at all. They also got my order wrong but I didn't bother because it probably would've taken another 30 minutes to get it right. The UCF location was much better. Wouldn't get food from this location ever again.
