dates,reviews,comments
2/19/2022,5,"Fresh delicious food, clean place, friendly staff. They have a hand washing station! But my favorite thing is the food."
8/19/2021,4,I just love my poké bowl full of salmon and full of sauces and fruits. They fulfilled that craving of mine without me asking. They also satisfied one of the most important aspects of a poké bowl: good and generous portion. They left me with a full stomach and a subsequent and much needed food coma. Will be coming back and try out other items on the menu for sure.
8/6/2022,1,"The food and menu looks good but don't be fooled! I got a sushi order with the scallops and was up all night vomiting. (I was unhappy with myself for ordering scallops in a place like that and thought It was my own bad decision and a fluke). But then, a few weeks later, my daughter got chicken chow mein and was up all night vomiting. Health department needs to look into this place. Will never go back."
6/23/2021,3,Bento box with chicken red curry was OK!Having rice and noodles in the same box is a bit of a mistake but the curry was super spicy and had a generous amount of chicken (too much carrot). Udon noodle bowl with tofu and broccoli was over cooked and barely edible.  I feel that it's possible to order better food with a knowledge of what's good on the menu. If you are either smart or lucky it's a cheap meal with a lot of choices.
1/9/2022,5,I've eaten here before and the food is great but my customer service experience was great.  I made a mistake in my order and they fixed it for me with a smile even though I know it could've been a pain in the butt. Great service goes a long way.  Thank you Bento!!! I will be back!!!
9/17/2022,5,Awesome family deal!   Healthy and great family will love it!  Katsu chicken is our favorite
12/30/2019,3,"This is a good place for lunch. You can make your own bento bowl, salad or get sushi! As wellas Bobo tea! You go up to the cashier to place your order and they give you a number for your table and you sit down and they bring it to you. Very casual but very good. It's good for all ages as well. It's in the same strip mall as Yoke, Prezzos and Burton's. It is reasonably priced so tang is nice. I just wish they would do an app and a loyalty program. That would make it even better."
12/22/2019,4,"I'm stopped in here for dinner after leaving the nearby CycleBar class. On Friday night, the restaurant was moderately busy, with many people placing To-Go orders.  I love the build your own bowl options, but I opted for the Hawaiian Poke Bowl, with half rice and half salad. The portion was quite large, and everything was fresh and tasty. Overall, I think it's a nice place for a quick lunch or dinner, and I love that there are some healthy options."
11/30/2019,5,"Came here a while back for lunch with a few coworkers.  This place is located in a busy plaza with different restaurants.  The original plan is to come by around 11:30am, but when by the time we arrived around noon, the line was all the way from inside the restaurant to the street.But I think it's worth the wait.  It could take an average dinner to go through their menus as they all sorts of different items from ramen, shsui to lunch bentos (duh...).  Not sure if there was a vegetarian option, but there rarely are in Asian restaurants.I decided to go with their chicken katsu, or fried pork chop.  The chicken was very tender and flavorful while the outside was crispy.  I also love their rice, it might sound simple but its not easy to make it hot, moist and fluffy.Overall it was a good, quick lunch option.  Everyone at the lunch enjoyed their food.  The staff was friendly and the line moving pretty quick while turning a lot of tables.  I'd definitely go back but may wanted to get there a bit earlier next time."
1/20/2021,5,"Whoops, I was too hungry to take a picture before I ate but it was delicious. Had a make your own poke bowl tonight and split a volcano roll. They had prepackaged utensils and sauces safely packaged. Would recommend the poke bowls."
12/7/2021,1,The food is mediocre at best but now they went cashless so don't bother trying to come here unless you have a credit card I guess they discriminate against people who can't have credit cards or bank accounts
12/7/2021,1,I sent my son here because he didn't want fresh kitchen. They refused cash payment. Cash is legal tender in this country & I feel this is discrimination..what about people who work for cash tips? Also what about people with bad credit who don't have a credit card? Shameful in this day & age..will never go here again & will let everyone we know not to go here
8/29/2019,4,"We have been to the Bento location in Davie maaaaany times while living out there and were always a fan, so we were happy to go here while house hunting in the Boca area. Bento is fast casual Asian food and has something for just about everyone which makes it an easy place to pick when you're in one of your ""I don't know what I want to eat"" moods.Both times we went they had signs they were still in their soft opening. serbice the second time was a little slower than our first which was interesting. I work in the area and although I haven't been during lunch rush I'd recommend calling/ordering ahead to make things easier. As for the food, 9 out of 10 times I pick a build your own poke bowl since it's fully customizable. You can pick rice (brown or white) or mixed greens for your base. Then you select your proteins, veggies (avocado isn't extra!), add-ons (think sesame seeds, cream cheese, etc) and your sauce. Meanwhile my husband sticks to their TNT roll - he likes how the fish on top is ""flamed"". But another reason I'm a fan of Bento is because they have boba tea! Getting boba in South FL is no easy feat so I can appreciate when it is offered. (But just a note - I'm no expert or purist on the boba tea topic but it tastes good and that's all I care about.)Hopefully service can be streamlined a bit more and it would be cool if they brought in a Freestyle Coke machine like their Davie location ;-)"
4/8/2022,1,"""Bento box"" more like shit box. Ordered the teriyaki chicken, was not cooked and no sauce. Rice was not cooked at all! Any Asian cuisine that can't cook teriyaki chicken shows a lot about the place."
4/3/2022,1,If I could leave zero stars I would.  It's been a while since I've eaten anything so disgusting. Drenched with sauce and no flavor. The Edamame was barley tolerable. Save your money.
2/12/2021,4,"Dine In is now open!Plenty of Inside and outside seating available.This new Asian food eatery has plenty of options for Sushi - Bento - Bowl creations and you will leave full and satisfied!Today for lunch I chose one of the Sushi Boxes: 8 pieces of California roll, I chose the Special Mexican roll and Florida roll to round out my order.The Special Mexican roll had Shrimp tempura, steamed shrimp, avocado,  masago, spicy mayo, cream cheese and eel sauce. The Florida roll had tuna, salmon, cucumber, cream cheese and masago. The box also had cubed zucchini and a nice salad. The California roll was good too, and with the eight pieces of California roll to go along with the four Special Mexican and four Florida roll pieces, was a lot of food!The staff is friendly and if you dine inside they give you a  numbered flag for delivery to your table when your order is ready.They do have bottled beers, cans of hard seltzer, bottled water, juices and sodas. (The fountain drinks machine was not in operation this visit so we shared a canned soft drink).There is a condiments counter where you can gather soy packets, (regular or low sodium), chopsticks,  straws, napkins, take out boxes, salt and pepper This place also looks to be popular with the young college/university set in the area. When you are hungry, lunch or dinner, this is definitely the place to come!"
2/2/2020,3,"Ordering was a bit confusing at the register since it was our first visit.  We ordered Chicken Padthai and a Poke bowl.  For a drink, we ordered a Boba Tea with popping bobas.  The drink was great.  Poke Bowl was a bit on the salty side, but plenty of fish.  The Padthai was too spicy.  Not quite the right place for us, but good to try."
3/6/2021,5,"On this particular Friday night we didn't intend on going to Bento Asian kitchen but we were so happy we did!  This restaurant is located in a strip plaza on Military Trail just north of Yamato.  This is a quick service restaurant, you walk up to the counter and order, they give you a number and they bring the food to you.  My wife and I both got bento boxes for dinner, I got the general tso's chicken and she got a garlic chicken.  We really didn't know what to expect but these ""boxes"" were huge!  They come with noodles a choice of white or brown rice and a salad. They also have different types of sushi and boba teas.  We both got the Thai Tea boba tea and for 24oz it was $5.50.  For the kids we got them the kids meals which were also quite large.  They both enjoyed their food and finished it all.  We will definitely go back!!!"
1/12/2021,5,"Super fresh, super clean and an extra nice staff who are very accommodating and always properly masked! Everything we've had here has been excellent. I'm someone that will only eat Sushi at spots that are extremely fresh and this is. Some of the things I really like about eating here and makes me recommend it is that they have something for any time of day. Wether its a quick snack of edamame, dumplings or a 4pc sushi roll, a lighter meal of one of their mini-Poke bowls or a full combination Bento Box with sushi, a hot entree & side, this a great spot any time of day. Their Milk Teas with or without Boba are also an excellent sweet treat. I also like that for a casual dining place they have a fairly extensive menu and their protein selection is excellent. I don't remember them all but there are 5 different Salmon choices (Regular, smoked, Poke marinated, Spicy & Teriyaki) Tuna, Yellow Tail, Krab, Egg, Tofu and more. Everything we have eaten here so far, we would have again. We catered a small party of 8 on New Year's Eve from here and everyone raved about it. So if you're looking for something different or something new, I highly recommend trying Bento."
5/14/2022,5,"I've had complaints in the past, but this place really has it together. Good luck picking something on the menu, because it's all good. You have a tough choice there, but I recommend the yellow curry rice bowl."
2/18/2021,5,"Disclosure: I'm Asian so I'm picky AF when it comes to Asian food.  For lunch I ordered the chicken pad Thai and it was so yummy.  A bonus is that, with tax it was under $10 (cheaper than the menu pictures on Yelp).  The food took about 5 minutes to make and the portions were huge; about 40% bigger than I probably needed as a grown man.  I can't wait to come back and try other menu items."
10/8/2019,4,"Came by yesterday for lunch with Orphan George and Orphan Rick after hearing that this place opened up in Boca from my boys as we had been to a similar one in Davie FL.I was quite excited to hear it was local and upon entering we found it very well lit and decor was nice and modern.When you enter you pick up a menu that is extensive and can be a bit confusing but for the first timers I would highly recommend the Bento Box as a starter which has a white or brown rice, green beans, a salad with ginger dressing, crispy fried triangles lol and noodles as your base, then you order your main course and it is added to the box and that way you get to flavor a little of everything.George ordered the Sesame Chicken, Rick had the Gen Tso's chicken and I had the Katsu Chicken with the yellow curry sauce (served separately) and all our meals were delicious.  Soft drinks are available on tap and refills are free (they could however do with a bit better variety)!All in all we had a very good meal and decently priced even though it was in ""the Boca"".  I would definitely give this place a thumb's up for my fellow Yelpers and will definitely be back with the rest of the Orphans and the family."
3/8/2021,4,"There is indoor dining and the place is really neat. The food here is pretty good for its price. It's not exactly the tastiest asian food i've had but it's not bad either. I do like their chicken with rice or noodles a lot better than their sushi. I feel like it's better ""quality"". I am a really big fan of their milk tea. I really like the strawberry flavor with strawberry boba."
4/20/2021,5,"This food taste amazing! Establishment is very clean, well mannered employees and again, the food was amazing. I had a poke bowl, made with love! Will always order when in town!"
7/2/2020,5,We went here because we were craving Asian food and our favorite place had closed. We got the Orange bento box and sesame chicken stir fry. Both were amazing and the strawberry soda was very different. It's different because there's a marble that you push out the cap that's in the drink. Overall very good food and would definitely go back.
11/19/2019,3,Decided to try something new so we came here. Atmosphere is very nice and everything was very clean.  While ordering we were a little confused how to order and got really not directions on how to. We order the kids meal for my daughter and she loved it! I got a bento box which I loved also. I also got a honey boba tea. My drink didn't come out until I actually went back up to the cashier to get it (which was sitting on the counter for how ever long). I was a little upset because I asked the waiter where the drink was and he told me he would go find out. We had already finished the meal before we got it. The drink was definitely a green tea but the cashier insisted that it was honey dew. They offered to make a new one but I didn't want to wait any longer. We left it there. Food was great but I think the staff needed a little more training and better customer service.
5/20/2021,1,"They give you enough food, unfortunately the boba tea tastes horrible. The noodles remind me of linguini noodles and tasted nasty. The Korean salad was far from a Korean salad. The main course in the box (Korean) was decent. Sadly I won't be coming back. For the price it was a big disappointment."
7/4/2021,1,"Unorganized and unprofessional staff. Waited 30 minutes for my food when my last 15 minutes I was the only customer in the store. No one came to explain why it was taking so long it just seemed like the norm. No explanation upon request for refund either. The management in the store at this time should be switched or I'm not sure how this place will stay open. The foods not even all that good, I just went cos it was one of 2 restaurants open in the area on the holiday."
9/12/2019,5,"This is brand new at this location. I LOVE this place. (Mom and I ate at the one in Tallahassee)The food is fresh and plentiful.  Staff was very nice, and food came out fast and hot. It takes a while to place your order, because if you haven't eaten there before, the person at the register has to explain to you how it's done. The food I'd NOT over salted."
4/11/2020,5,I ordered a delivery and I was surprised how quickly the order arrived and still warm.The udon soup was delicious and the teriyaki rice also delicious both a large serving. We also had spring rolls which were crispy but not greasy.Door dash is the only way I would order.
8/23/2020,1,"Oufff, first time ever ordering from Bento and this is what I see when I'm pretty much done with it, eww, where is the quality control, not just 1 but 2 items that shouldn't be in my food. 1 white string and 1 long piece of plastic. Grossed out, the food was good but this unacceptable."
3/10/2021,5,"Ordered take out for lunch a few times. Tried their Mongolian beef with rice , pad Thai and coconut curry. I liked all of those dishes. I was surprised how good they were. I have yet to try the sushi but I think this is an amazing place to have lunch."
3/7/2021,3,"I have a sweet spot for Bento from going here weekly in college. But this location is very hit or miss for me. The food is inconsistent. Sometimes prepared differently or with substituted ingredients. For takeout, the wait times are never accurate. It's been a year into this pandemic and their soda fountain is still not open? So you're forced to buy a water bottle for 25 cents. My meal is typically very dry so I get stuck buying an extra sauce for 50 cents. I'll still keep coming here occasionally but it's definitely not as good as I remember or want it to be. Fun fact: each entree comes with a free sauce, it's not advertised at all but it does."
11/19/2019,5,"So happy that Bento finally opened a location in the Boca area. I can now get my fix in of Pao Pao Chicken (Spicy Cream) without having to drive to Davie. Been to this location multiple times already and couldn't be more pleased. Super consistent, fast and tasty every time!"
10/5/2019,4,"I don't venture this far often but I got a reason to now! I had a mixed greens poke bowl with spicy tuna and Asian Cajun steak. I added asparagus, jalapeños, cream cheese, mango, and avocado. Then I topped it with fried garlic and pickled ginger. Lastly I added yuzu ponzu. I have not been that quite eating a ""salad"" in a long time. It was truly delicious. One thing I really loved about the restaurant was the hand washing station. Having a wild boy it's always great to have a spot to wash his hands quickly because I never know what he has touched or played with. However, the staff was unwilling to let me sample the sauces while ordering my food or my sons. And the dish that children's meals are served in slip and slide all over the table. I had to really make sure he did not accidentally knock it off the table."
6/14/2021,5,One of my favorite spots when I'm around the Boca area. Food is always fresh and place is always clean.
6/10/2021,2,The food is pretty good but with recent price hikes I don't think it's worth it is now almost 17 dollars for a full meal without a drink. There portions also seem to be smaller. The staff there is nice and helpful but it's not a reasonable value for the new pricing.
3/3/2020,5,"I have not been WOWED by a restaurant in a while, but Bento wowed me! The food was absolutely amazing. The Mongolian Beef Bento Box is my new jam! Everything on the plate was fantastic! The quality is great, portions are perfect and the service is quick! Love love love it!!"
9/8/2019,5,"I've been to a few locations in Orlando and absolutely love Bento! Food is decently priced, efficient  and it's in a great location in park plaza. This will definitely become a favorite for the Boca community. The restaurant is modern with plenty of inside and outside seating. When you walk in you see a menu and wait in line to order at the counter. They give you a number so the staff can bring out your meal. Their menu includes sushi, poke bowls, combo boxes and on the other side of the menu sides, soups, noodle or rice bowls, boba teas. It looks like they will have a selection of beer coming soon! I'm so excited for Bento to be opening more locations here in south florida. I usually always get the sushi combo box but now that it is closer to home, I can try more menu items."
2/1/2021,4,"The pao pao shrimp/chicken is great 85% of the time. The lost star is for the inconsistency. But when it's good, it's really good."
5/30/2020,4,Good clean fresh fish.  Rice was perfect.Smaller portion size - not fat guy compatible.
10/22/2020,1,"I placed an online order, arrived 10 minutes earlier than the estimated time and was told that the order was not ready and it should be a few minutes.  Waited 20 minutes and out of frustration asked again how much longer only to find out my order was there waiting the whole time. This was my first time visiting and my meal is cold and soggy. With an empty restaurant and full staff I would expect better service."
8/29/2019,4,"Now that my local Pei Wei has been replaced I had to go search for another Asian to go restaurant as my go to. You walk up and pick a base with a protein and a style (ie curry, teriyaki, general Tao etc). I opted for the bento box (it's called bento for a reason I guess?) with chicken and yellow curry. I noticed they had boba tea and as a boba tea lover I had to try one. Matcha with boba it is! The wait was quick only about 10 mins or so, the staff was less enthusiastic however it was not rush time so I don't really blame them, kinda boring. Upon sitting down a worker came up to me and told me they ran out of boba, bummer..I ordered the popping boba (lychee) instead with a matcha milk tea. Overall everything was good nothing spectacular but at the price range I can't really complain, most likely I'll visit them again..maybe for a poke bowl? Or sushi!"
8/20/2021,5,"Delicious food. I always go to the breakfast place right next to this place and whenever I passed it I always wanted to try. So glad I did. I love Asian food and making my own bento boxes. It was super convenient and the food tasted real good. The price is great too, a lot cheaper than I thought it would be."
9/15/2019,4,"Nice selection of preconfigured ""from the kitchen"" items or build your own bowl. Boba tea choices were real as well.Will definitely be back!"
10/23/2020,4,Neat small chain with very good menu. Have been picking up in Boca for lunch and the rice and noodle bowls are very tasty. Bento box a plus. Sushi and rolls and also good value and portion.
7/8/2021,3,"The bowl I ordered was very good, however, DO NOT order the SUSHI. I have had better from the 7/11 dumpster. All in all if you avoid the sushi you will have a very pleasant experience however if you make the mistake I did you will be less than satisfied."
10/14/2019,3,"Came here for lunch today for the first time, the cashier/server didn't give much instruction and guidance on how the menu works, I was rushed to pick the first thing I saw. I had a bento with curry Tofu, the food was subpar: chips (?) and stir fried noodles were staled with a funny taste, sting beans were half-cooked, the curry lacked flavor. Will come back again to give it another try and update this review."
5/10/2021,1,"Ordered some poke bowls for pickup and received very small portions (they filled less than half of the bowls) and some ingredients were missing. Also, the salmon wasn't fresh. I don't recommend this place."
6/6/2021,1,This was the slowest restaurant on earth.  They have no idea what they are doing.  Negative 5 stars for service.
4/9/2021,3,Food ok but they raised prices about $2 or more a dish. I think a bit expensive for basically fast food.
9/25/2020,1,"Not very accommodating, would not let me get sides I wanted for the bento box and I was willing to pay extra also. The sesame chicken wasn't breaded and their menu didn't state so when I got it I tried to return it because it's not what I wanted but they denied my exchange. Poor service also."
8/11/2019,4,The food was pretty good.  The inside was very loud because of the echos.  We ended up sitting outside.
9/28/2019,3,Good food. But they are really slow. Asked for a regular poke bowl and waited more that 30 minutes!!!!!Not sure I'll come back.
5/18/2020,5,Loved this place every time I went to Orlando I would make sure to get Bento. I was so happy when i found out they were brining it to Boca! You must try the Boba tea. Also recommend the sushi bento boxes and the poke bowls!
1/9/2020,3,"Was taken here by my boss for a lunch catch-up and I was excited as I had never been.  As much as I want to say I loved it and can't wait to go back, I'd change a couple of things if I did return.  The atmosphere was so loud it literally felt like I was shouting at my boss in line and then started to lose my voice a bit, bizarre.  We got as far away from the crowd as we could just so we could have a decent conversation.  There were no napkins on the table and although we ordered together, we didn't receive our food at the same time - and her food wasn't correct to what she ordered.  The food itself was good, although not enough protein in the bowl in comparison to everything else that was included.  I wasn't disappointed at all, just not blown away enough to put it on my ""must return"" lists.  The spicy tofu WAS something that may pull me back in....."
12/25/2020,5,Food is excellent and pricing is very reasonable! The pao pao chicken and the poke bowls are our favorites. This is our go to spot.
3/7/2021,1,"This is not the spot to go to if you're Asian and accidentally standing on the wrong line.  We were there earlier today, a few minutes before two very entitled rude racist older white men.  We were just accidentally standing in the wrong line (should have paid attention to the signs on the floor, but didn't).  The cashier closer to the fridge and exit door saw us there and acknowledged that we were there before the so-not-gentlemen but still sided with these undesirable characters instead of doing the right thing.  These two men lied... we saw them going in, and they saw us standing on the wrong line.  A quick look at the CCTV would have shown who were right.. Yeah, we walked out after experiencing such excellent customer service though the other register:cashier asked us if we wanted to speak to a manager.  Why should we be subjected to such treatment while the two very nice men were still serviced? Why would they allow such negativity toward other customers?  So yeah, we walked out because we didn't want to be victims.  We called and spoke to the store manager named Emily to ensure she's aware of this incident.  While she said that she would make things right if we were to give it a try next time; they left nothing to be desired to come back."
3/14/2021,2,"The food from this place is great. However, the delivery system at your location in Boca Raton, on Military Trail, is bad. We ordered yesterday and the food didn't come. We ordered today and the food didn't come. And happened again at least two times in the last month. Folks, you have to fix how the food is delivered otherwise you will start to lose customers . Where was the food delivered all those times, because was obviously not ""delivered"" to the one who ordered it . Today was Ursula in charge to bring the food. She didn't."
11/14/2019,3,"Have picked up and ate here a couple of times.  Food has been ok. The first time I ordered to go the lady on the phone told me 15 to 20 minutes and it took over 40 minutes for my poke bowl to be ready. Today I ordered from Uber eats (poke bowl) and fish didn't taste fresh.Also in the store you get to choose 5 toppings and on Uber eats only allows 4 , when I put a note to please add ginger they didn't do it."
12/6/2019,1,"We got here at 11:15. We've been in line and it's 11:40. They are not efficient at all. This is ridiculous!!!*UPDATE*They brought our food out. One at a time. 15 mins apart. I guess you can only get takeout from this slum. From the manager ""our concept is to bring out food as it's ready"" so you want people to eat separately?"
10/17/2019,1,"The food is OK but it doesn't make up for the awful customer service I ordered my food at 11:28 at 11:55 my food is still not ready so I asked How much longer because I am going to be late back to work and I'm unable to eat my food...the manager is unwilling to help and they forgot my dumplings until I asked where my food was I was told the dumplings take longer because they're deep-fried I just watch the chefs throw them in and a deep fry doesn't take 30 minutes, the manager didn't know how to handle the situation and I would not recommend this location to anyone"
10/11/2019,1,We have been going to Bento Gainesville and Davie for years now and so excited when the Boca Raton location opened.  Unfortunately on first and second try it has not been the same experience.  Today I ordered a standard Poke Bowl with greens.  The order was placed and I was told after 20 minutes of waiting that they ran out of greens.  They offered to make a bowl with rice or noodles and I was ok with the changes. As another 10 minutes went by I asked where the order was and was told they where still making it.   Unacceptable!   I asked for a refund which was completed and yet the order had not been finished. You would think that after waiting for 20 minutes and having to make a order change that the corrected one would have been expedited.   I hope that the Boca location works out there issues and let's everyone know.  M
9/28/2019,4,"Clean location and fair price point for sushi orders. Only issue is with the waiting time as I haven't ever seen it extremely busy, however with an order ahead option I should be able to be in and out quicker in future visits."
1/17/2020,5,I really liked this place. The variety is great and there's plenty of seating. The person that took my order helped me out alot (it was my first time) the food was good! I also got chocolate boba.
2/19/2021,5,"I love coming to this location, it's always so clean and the atmosphere is great.  The food is always great, the staff is super friendly and Emily is always so helpful!"
8/13/2019,5,"Used to work at bento when I lived in Orlando. I was part of their opening staff at UCF and I've loved their food ever since! Couldn't wait till they opened up in my hometown area. I visited during soft opening and it was just as good as I remember. So happy! Red curry udon noodle bowl, special Mexican and red dragon are my go-tos. Boba is good too!"
2/8/2021,1,I ordered the orange chicken lo mein. The chicken was soggy and it did not taste good.
12/22/2019,4,Good homogenized chain Korean Bento Box experience. Pleasant seating outside. Newer opened restaurant getting up to speed. No beer or Saki yet. I've had better experience at different location but they'll pull it all together as it's a good brand for many thing Asian. Sushi was fine. Korean was as expected but don't expect authentic Korean experience with numerous sides.
1/28/2020,1,First time tonight. Horrible experience. Staff really tried and was very nice.  My dinner came out waited for my husbands.  Finally we asked and were told they were out of white rice. Really?? So told them brown rice was fine. Waited and waited. I finally went and asked for manager. Waited and waited. Apparently Caroline was too busy to speak to us so we left. Have never experienced a mismanaged business like this. Will never return or recommend. A shame.
1/26/2020,4,"It seems to have become our default  spot for a quick bite. Love the options of the Poké, the specials and definitely love the Boba drinks.We've tried the Poke bowls, the bento boxes and some of the specials and not been disappointed.Definitely worth a visitt if you are in the area and in the mood for a quick bite."
7/20/2020,2,They have open only to eat outside. The tables are dirty and the trash is full while personnel is Inside with a lot of time waist.
1/14/2020,4,"I order form here all the time. They've messed up my order about twice and I was furious about it.  The manager called and made it up to me for their mistake and handled it like a professional. Most places don't handle these situations so well so I never care to go back. Bento is all around good unless they short you on the protein in your order. The manager was a stand up guy, took care of me. Which showed that Bento has more than just good food to offer. I put 4 stars because the last two times I ordered I was given very close to little chicken again. But other than that, this specific bento location is amazing"
3/13/2020,4,Yummy in my tummy. Perfectly prepared to what I ordered. The steak was perfectly cooked and the vegetables were a good combination with the noodles I choose. I will return upon my next visit to Florida since you have yet to be anywhere else.
10/2/2019,5,"Every time I've gone here so far, the food has been fresh and delicious! The wait times have been extremely short, although I have a tendency to go during irregular hours. I've tried their regular dishes, their poké bowls, and their bubble teas and have enjoyed both the food quality and the aesthetic  presentation. The staff have been polite and courteous, even if they are new to the job or if there's been a mistake (I once accidentally left without part of my order, but they got it to me immediately when I came back in). This is a very new location as of when I'm writing this review, so I hope they keep up the great work! :)"
8/21/2019,2,I know that this location is new but the service was subpar. Took forever to get our food and we had 3 people at our table with everyone getting their food at different Times in a 20 minute window. We asked multiple times about our orders and the staff seemed totally confused. Hopefully they can fix the service as customers were frustrated waiting on food.
12/19/2019,5,Ordered the pao pao chicken bowl and a ten piece sushi roll and it was absolutely amazing. This is the spot for sure.
1/29/2020,4,It gets real crowded at lunch and sometimes hard to find a table but the beef teriyaki bento boxes are awesome.
11/21/2019,1,"It is impossible to screw up consecutive orders. Therefore, your are intentionally incompetent. I'll kill myself before I eat there again."
10/3/2019,3,"I've tried a few things here and am just not crazy about anything. Nothing is really that good. It's quick cheap(ish) Chinese food. I don't like how on the check out screen when it asks for a tip, it makes it pretty confusing and complicated to say ""no"" because there isn't any option to say no. You have to click ""other"" and then press enter. It's annoying and I think they did that on purpose."
8/8/2019,2,If you like really greasy food then this is the place for you. I ordered some sort of veggie bowl which I thought would be healthy and I asked for tofu which they told me they only have fried tofu so I passed on the tofu. When my order came it was just really loaded with greasy vegetables (and not many). I guess this place is just not for me.
12/19/2019,2,DO NOT EAT HERE IF YOU ARE GLUTEN FREE OR VEGAN. The staff looks at you like you have 3 heads when you even mention the concept of a gluten free or vegan menu or just lie to you because they have no clue. I went here on 4 separate occasions every time they got my order wrong and had to remake it or told me that something was gluten free later to find out it really  wasn't. Finally the manager got Involved and told me that all of the products come into contact with meat and gluten except for the rice. Don't waste your time the place isn't fresh it's all processed and sent from a factory. SIDE NOTE when I was not gluten free or vegan the spicy cream chicken with udon noodles is amazing even though it leaves you with a stomach ache after
