dates,reviews,comments
10/21/2020,4,"I was near this location for a meeting and wanted a quick lunch. Bento is predictable and this meal fit the bill. I ordered online, did not modify my food, and I was happy with the outcome. I had the TNT roll, Chicken Tempura roll, and a ginger salad. It was a good amount of food. The quality of the sushi is a step below Volcanic and other better places.The food was ready at the requested time (I ordered ahead) and the location seemed very clean when I walked in. Napkins and chopsticks were already in the back, which was convenient, so I grabbed it and took off."
2/17/2019,4,"For quick pan-asian food with a varied menu and decent prices, Bento is a great option, especially for lunch.I was really impressed with the cleanliness od the restaurant and the wonderful cashier who took my order. I was quite indecisive about my selection, so the cashier asked me what I had a taste for, if I liked spicy foods, and he even told me his own personal favorites. And his suggestion was spot on--the red curry katsu pork. I ordered it over white rice. The curry sauce comes on the side so you can spread it on your dish to your liking. If you like panko breading, then this dish is for you.The orange chicken was deliciously crispy and flavorful. You get a huge portion, so the lunch size was more than enough.Service was quick, staff were friendly, and I'll definitely be returning"
5/20/2022,5,"Amazing. Food is so fresh and yummy! One dish came out a little late, but they are so kind and brought it right out."
5/5/2020,3,"I want to love Bento. But I can't. Dining in is a pretty decent experience. Delivery is where it all falls apart. Of all the times I've ordered delivery, now more than ever,it's been correct 25% of the time. I'm not sure if this happens to anyone else, but for my protein for my sesame rice bowl I order tofu and extra protein because I'd like more tofu. Somehow either that means tofu and chicken or just chicken.This attention to detail isn't a one time thing. This has happened so much that it's not even something I want to or have time to deal with.I really want to support them being a Gainesville restaurant, but I find it difficult to do this when they can't get my main protein correct more times I can count."
3/23/2020,5,Ordered on Postmates and it was great! Usually get sushi-2-go but will be going here now. Prices were fair and packaging was nice too with no spills.
9/18/2021,1,"I ordered off Uber Eats so the temperature and presentation may not be exactly like the restaurant, but the taste doesn't change. I ordered the orange chicken with noodles (I also payed extra for shrimp) and the veggie stir fry rice bowl. I have to admit that the orange chicken was delicious, but the noodles were ok and they did NOT include the shrimp I payed extra for! The veggie stir fry was extremely amateur: the rice was that nice sticky consistency but bland tasting, the veggies were unseasoned and tasteless, and I barely received any chicken like it said it would include. The only flavor in the rice bowl was the sauce which is pathetic. I was originally going to give 2 stars until I realized the shrimp was missing like wow. Never ordering from there again, I'd rather walk across the street to Publix and eat the raw chicken."
3/26/2020,4,Best Asian food in Gainesville. The place was crowded when I went there  at 1pm but it depends on the time. The staff prepared my food quickly.I ordered the best Sushi I've ever had in Gainesville. The place was soo nice and not that expensive.
3/4/2019,3,"With a new location across from UF Campus, this Bento is just a few steps away from Heavener Hall and underneath the Standard. In regards to food and service, it echoes the quality of other Bento locations; employees are willing to help with your order, and you get your food relatively fast. Moreover, the interior has sufficient seating, and is nicely decorated. They offer a parking voucher for the nextdoor garage, but otherwise, finding street parking is a nightmare. My biggest reservation about Bento is their price point. For Asian-fusion cuisine, their kitchen menu items can be easily found at any Chinese takeout restaurant. Moreover, their dishes range upwards from about $9; a mixed vegetable noodle bowl with steak is already around $12. The amount of food that you get is not worth the price, especially when other takeout restaurants have lunch specials around $7."
3/19/2019,1,Out of Pad Thai and white rice. Only one drawer accepts  cash. This is a sad place to eat.  $16.59 for a bento box combo. The interior is similar to any fast food place.Miso Soup was obviously from a can.  Food was all cold. Not sure how your cook green beans so they shrivel and are rubber. I recognize this is meant for college kids but it was just really bad. Do not waste your time or money here
10/19/2019,2,"Meh. I came here because I really wanted miso soup, and I did get miso soup, so I won't complain about that. I also ordered pad Thai with tofu. The tofu was decent but the pad Thai was pretty gross and I didn't want to eat very much of it. And it took about 20 minutes for my food to come out. This is a decent option if you're dying for lots of vegetarian options, but I wouldn't come back here again."
3/10/2021,1,"Had a very unpleasant meal contemplating what was in my chicken. Egg? Who knows. Totally gross and will never be eating from here again. My Taro slush wasn't even purple, I have no idea what they prepared for me. The sushi rice was just a layer of mush. I wouldn't recommend this place to a single soul. What a disappointing and distasteful experience."
7/23/2021,5,"love their pad thai with pao pao chicken, make sure to get extra sauce in the side. this dish is life changing. if you like a little spice, definitely get this. the pad thai beats both the white rice and fried rice. we also had the Mexican roll which was really good, but the main entree outdid everything. the vanilla milk tea and strawberry milk slush were super good and recommended by the cashier. great experience and pls try the pao pao chicken it is life changing."
11/4/2019,3,"I enjoyed the pad thai here, the spice was just right. Passion fruit smoothie was tasty but I felt a bit too much ice for a smoothie. Overall, not bad, would return to try the sushi rolls."
6/19/2019,1,"Red curry tasted completely off today!Been eating Bento's curry katsu for many years, and it's usually awesome. Always ate my whole bowl! Today the red curry was completely horrible! Not sure if it was the whole batch or maybe something was wrong with just bowl. It didn't taste like it went bad, but more of a chemically taste to it. Maybe cleaning residue was in my bowl or the cookware? Not wanting to be difficult, I tried to eat it. Halfway, I had to stop and tell them about it. They were super nice and asked me if I wanted different curry on the side or remake of the order. I politely declined because my appetite was gone. Just wanted them to know something might be wrong with the curry, and that was pretty much the end of it. Consistency isn't too bad with Bento, but I've needed things remade before. I still love their food, but today was unacceptable.Side note: - The pork option for curry kastu is no longer offered. - Different noodles were used in the Lo Mein today; not sure if just this instance, this location, or a new thing. - Mini udon was not available at the time of ordering. TL;DR: poor quality and consistency today"
1/21/2019,5,"This new Bento is Awesome sauce with a capital A! The long wait is finally over and the new Bento location in The Standard right next to UF is finally open! Everyone is so super excited I was so happy to go in and give this place a try!  Bento started right here in Gainesville with the location on Newberry Road. They have now opened 12 locations in Gainesville, Jax, Tally and Orlando and are starting to move to South Florida! This new location inside The Standard is awesome. You have a big dining room, the colors look vibrant and great, they have a build your own Poke bowl station, and a long sushi line. You can get all your Bento favorites like Poke Poke Chicken (Spicy Mayo Chicken), fried rice, beer and broccoli, and Bento Boxes galore!  The staff here and the store manager are so nice and will accommodate you from the moment you come in to the moment you leave! I love this new Bento and since I work at UF will be coming here so much more!"
6/19/2020,2,"I love the food here, when it's good. It's definitely hit or miss though, no consistency in quality or quantity. I always order poke bowls and this last time was so off. Didn't have pretty much all the toppings I asked for, barely any lettuce, which was my base & a lot of it was black and gross. I ordered teriyaki steak, but got some rubbery chicken. Paid for extra sauces and didn't get those. Ordered Rangoons...didn't get those either! I don't think I'll be ordering from here anymore."
3/18/2020,5,"Bento is such a go-to if you're really craving sushi, they have it all! The staff is always kind and the service is definitely fast paced (:"
3/27/2020,2,The dictionary defines average as typical; common; ordinary. I can say with full confidence that this restaurant epitomizes the word average. My food arrives fresh and in a timely manner...sometimes. My requested sauces are included with the meal...rarely. And my girlfriend enjoys when we order this for a quiet night in...never. For the employees of this establishment I have but one question: WHERE ARE YOU HIDING MY SAUCE?If you want your meal as dry as the Sahara I suggest ordering from this restaurant. They will not let you down.
12/10/2019,1,"It's really sad that I had a poor experience at Bentos as it is one of my favorite places to eat. I walked in and had a pleasant experience ordering at the counter, the ladies up there were extremely kind. I ordered Yellowtail Sashimi, at 11:30am today and once I received my ordered, I asked the girl who brought it to me if she could ask the chef to cut the slices thinner. The chef did and when it was brought back to me, the slices were thinner but there was still only three pieces. I was under the impression that he would take the original slices and cut them in half. So now my original order is half the size. I decided to get up and talk to the chef to ask him to give me the original order but cut the big pieces thinner so I can get the food that I paid for. The chef was a tall, bearded man, probably in his later twenties, who then proceeded to argue with me. I asked him, ""Excuse me, my original order had more fish and now it's half the size, I just wanted the original pieces to be sliced thinner. Is that possible?""He replied and said, ""I was not told to do that. I was told to cut them thinner so I provided thinner pieces.""So I said once again, ""I understand, but is it possible to get the original pieces just sliced thinner?""He replied very rudely and said, ""yes it is. But I was not told to do that.""I stood there, staring blankly for a moment with no action from him, then asked again, ""May I please get my full order just turn the three pieces into six.""He snatched my plate and said, ""I wasn't told to do that.""He then proceeded to use the same pieces and just added extra pieces and cut the meat in half rather than slicing it while every employee in the restaurant paused and stared.He didn't look up at me and shoved the plate towards me.I truly have never been so surprised in my life to be treated in such a disrespected way. I've worked food services jobs for the past 12 years and not one of my employers would have tolerated such terrible customer service presented by their employee. To the jack ass who gave me my food and slammed the sushi door, first of all, calm down. I don't know what happened in your day that you have to ruin everyone else's. Put a smile on your face and learn to be patient and kind, it will return the favor to you one day."
10/5/2019,5,This place is straight fire. Great Menu with everything you could want and many different options to try. Food comes out relatively quick and in location close to campus
10/6/2019,3,Always delicious food. This location specifically is extremely slow at serving food. Sushi is always backed up. waiting for sushi here when I've been here has always been at least 40 mins for even 4 pieces. One out of five times I've gotten non sushi food here it taken less than 15 mins. Rest has been over 30 mins.
1/16/2020,5,"bento you can shine sushi,Chinese food,Thai food more convenient.food is great just one problem too busy need to wait for long time."
9/15/2020,5,The food here is amazing. I've had a great experience with deliveries from here. I recommended the special mexican roll with spicy mayo! Great job overall.
7/14/2019,3,"I come here to get a poke bowl almost weekly, but lately I've been noticing that between two and three ingredients I request for my poke bowl are not available each time I ask for them.  It shouldn't be difficult to keep simple ingredients in stock, and I come away frustrated after each experience at Bento even though the food is good."
3/15/2020,4,They have some nice meals and boba tea. It's a pretty convenient location next to campus and overall well maintained. The staff are pretty friendly.
2/10/2019,2,"I love Bento restaurants, as much as I love living in Gainesville. I loved this location when I first visited a few weeks ago. However, on a rainy evening tonight - it was a complete disappointment. I understand that the orders can take longer as it was completely packed (long line and customers standing around throughout the hall to be seated), but I do not get how food can get undercooked (hard and chewy udon noodle) and cold (tempura shrimp was almost under the room temperature).Most disappointing aspect was the response done by the kitchen staff for Japanese curry (for curry pork katsu bowl) for my order - it was extremely watery. I believe someone decided to add more water to the near empty curry sauce pot due to high demand, resulting watered down curry. When I asked for an explanation, the hall server staff member told me I will be provided with another curry. We waited for 15 minutes without being told that it was going to take longer - when it finally came to us, our food was already cold and no longer crunchy. We wish they told us in advance.Again, taking longer to cook for each order due to high volume of customers is completely understandable. However what I have difficult time to tolerate is the practice of willing to sacrifice the quality to meet the excess of demand, just to get by one shift.I really hope this change for the restaurant soon, so I can come back again in the near future."
6/6/2019,1,Very slow service. Waited almost 30 minutes for Our food and it arrived to the table cold.
5/17/2019,1,Ordered for delivery from here. They delayed my order for 2 and a half hours and counting. Do not recommend if you're hungry.
9/4/2019,1,"Ordered take out, waited for 20 minutes. Finally went to the desk to see 4 workers standing around and talking while only one was running the register. Come to find out, my food was waiting on the take out trey and they never let me know until I walked up. To top it all off, they completely messed up my order. This is not the first time I've been upset with bento. Will not be returning here."
3/16/2019,5,"I had Bento for the first time today and it was an extremely pleasant surprise! I don't typically eat rice or Asian food for that matter, so two years into going to UF and I finally tried it for lunch. I took a while to order since I wasn't sure what I'd like and I am super indecisive, so my cashier Britney walked me through the whole menu and recommended her favorite dishes. She was so patient and helpful so I am grateful for that! I came at a good time too because it was not very busy. As for the restaurant, it seemed very clean and it had reasonable prices. It is a little on the higher end, but you seriously get what you pay for. Also it being so convenient right near campus is a huge plus for me. Overall, I was satisfied, so I'll be seeing you again :)"
1/30/2020,5,"I love bento, it's so yummy & close to campus which is super convenient. I always get the bento box which is a little bit of everything that they offer. Their bubble tea is also very good :) Always quick service too. I have a peanut allergy and they are always very accommodating to my needs-- they write that I have an allergy in my order so I feel safe eating here too."
4/5/2019,1,I come to bento all the time on archer and it's perfect. This place has ran out of pad Thai TWICE. How do u do that??? So bad
2/5/2020,5,"I absolutely love this place! I am basically a regular here. The location is super convenient and the service is very good, although they tend to be a little slow when it gets busy. The food is very good, I enjoy every item I have tried on the menu. The sushi is very good and one of the best places around here for it. Overall I would highly recommend!"
11/19/2019,5,"Fried rice is always a go-to for me at Bento. The price and portioning are ideal. I go here a lot after class so the wait is never long, both to pay and to get my food. Love the free sauces! Wish they offered sweet tea!"
3/24/2019,1,"Very poor service I waited over 30 minutes for my food and over 30 minutes just waiting and ordering. I spent over an hour for a half ass bowl, because they were out of almost every item in stock including avocado asparagus mushrooms and broccoli. Pretty embarrassing to be a ""high-class"" quick service restaurant when there's nothing in stock and food takes over an hour to prepare. They are highly staffed and still it takes this long. It is actually ridiculous."
7/9/2019,5,great place. service is always fast and my order was never wrong/ poorly made. I have always had great experiences here. Their sushi and poke bowls are amazing. The fish is so fresh and tasty. Everything is prepared to order. Very clean and well kept
8/31/2019,1,"Yeah I used to work at a sushi restaurant, Sushi and Pan in Miami, Fl, and this place does not compare. Bento overcharges for sushi, and for the overcharged sushi it's, at best, mediocre. I got the Red Dragon roll w out cream cheese and instead of spicy mayo, i asked for eel sauce, which was just a line of sauce across the roll. The overall taste was bland, and to be honest super unfilling."
5/13/2019,5,"Loved Bento and their Japanese dishes. It is very hard to locate Japanese place in Florida that serves great Japanese food. Their food is served pretty fast, clean property, and great customer service. If you want great Japanese food, this is the place!"
1/23/2019,1,"I was hospitalized after eating a Special Mexican Roll from here two days ago. My food poisoning was awful and when I shared the news with my friends, THREE other people told me they got food poisoning from Bento too. Wouldn't recommend to ANYONE."
7/24/2022,5,Great food! This came in very well made boxes that made the food feel luxurious! One of the best noodles and chicken I've ever had
1/14/2022,3,"First off the staff here is very friendly and provided excellent service. My review is primarily about the food and the pricing here. There is a $4.00 upcharge for fried rice. That seems very high upcharge for a dish that is already on the pricier side. I tried the poke bowl with the teriyaki chicken. The chicken was pretty chewy, and the flavors simply were not there for me. I ended up taking some of my husband's pineapple chicken since I didn't like what I ordered. The pineapple chicken tasted really good, but the overall price just seems high. The poke bowl seemed more reasonably priced, but sadly the chicken was not the star of the dish. The fountain machine was broken here, but thankfully the staff was friendly and brought our drinks to us. Overall it was an alright lunch experience."
1/19/2022,5,"Bento is one of my favorite lunch spots! My favorite dish is the udon Katsu soup bowl. The soup was piping hot, and the chicken was super crispy. The portions were just right too. I also recommend the teriyaki chicken bowl! On tuesdays, the teriyaki chicken bowl has a discount!"
3/14/2022,5,"My poke bowl was so beautiful! The fish was fresh and the produce was also! They were very generous on the rice, but I was okay with that. Prices are comparable with other poke locations in the area but better quality in my opinion. My boyfriend got the steak bento and he seemed to enjoy his meal. I would definitely come back here!"
12/17/2020,5,"Nice selection of rolls, with the ""classic"" rolls still fancier than other places. They are a couple of dollars more than other places, but the sushi is really good. I got rolls to go. Ordering online was easy, but we still had to wait a few minutes after we showed up for the scheduled pickup. The site has pictures of all the rolls in case you are unsure what you're getting.I got the Mt. Fuji roll (krab, shrimp tempura, krab delite, scallion, eel sauce) $9. It's a roll with toppings included. My friend got the red dragon (tuna, shrimp tempura, krab, avocado, cream cheese, masago, spicy mayo) $11.50. So the signature rolls aren't much more than the classic and that have some interesting combos to try something new.There's a lot of parking, ordering is easy, and the rolls were tasty. They also have bento boxes (hence the name), bowls, and boba tea. A great variety if you want to come with someone who isn't into sushi."
1/29/2022,5,"We were very impressed with the food, service, and takeout experience! We decided to try two bento boxes (sesame seed with shrimp and sichuan with tofu) plus the egg rolls. All were delicious! Ingredients were fresh and food was well-prepared. The order was packed up nicely and it was ready to go early! We will be back to try other bentos and bowls."
6/11/2021,5,I LOVE BENTO! Like theeee best place for me when eating a poke bowl! I was super happy to enjoy my bowl as it's been before covid since I last had it. Omg my bowl hit the spot and some! It made me super happy that the bowl was everything and more than I imagined! I've had their sushi rolls and other stuff but I always come here just for the poke bowls! It always feels like it was made with LOVE! Very satisfying for sure! I think this time I ate a little more than my eyes could handle but it's definitely worth it!
9/16/2020,5,"There are several Bento's in the GNV area, but this one and the Newberry road location are consistently good. I pick up the phone, press 1, place my order, and know exactly what I'm going to get. There's a comfort in that, especially if you eat not only because you need to. On a typical day, I find myself lovingly looking at their Chicken Veggie Stir fry bowl, placed comfortably over a plush mountain of white rice. Sitting next to me is my other half, devouring Shrimp Veggie Stir Fry. (he took my advice), but his has a side of Teriyaki, which tastes amazing in a warm reunion with the stir fry sauce. I'm not sure why, but Shrimp is unavailable as a protein to be combined with Teriyaki sauce, so I just ask for it on the side and hack the system. You get bang for your buck here, there's no doubt about that. It's usually fast, and hits the spot. If I find myself getting a Bento craving, I hold off until around 2:30-4:00pm, this is when they are least busy. They'll tell you it's 15-20 minutes, but it's usually done in 5 minutes. Arrive early if you can, as my orders have gotten cold quickly up on the take-out shelf. The interior is lacking a bit, leaves something to be desired and not really inviting. It's simple, you can watch the Sushi Chefs do their thing, or enjoy a spot outside in the sun/daily down pour. Depending on your luck."
2/25/2022,3,Benny Hannah is pissed off. Undercooked hard white rice. OK stop right there. Cooking white rice in a rice cooker should be the easiest thing ever. How does an Asian restaurant filled with non-Asian employees miss-fire on the rice? This is what happens when churn and burn fast casual gets a hold of Japanese cuisine.  Spent $16. Actual value $5. Fix the rice!Chicken Bento 2/21/22 Dinner:
2/8/2022,2,"First timer and last time, eating here. What you get for the money, it's not worth it. The food flavor was great but did amount was very disappointing. Look at the pictures for proof!"
4/8/2020,3,"Bento is an A-OK restaurant to go to in Gainesville. No, it's not going to blow you away because of exquisite food or decor. You go because it has become a Gainesville classic, a go to hangout place if you will. If you spend any amount of time in Gainesville as a student attending UF (Go Gators!), chances are you will find yourself coming here at least once. If you happen to attend any of the on campus Asian organizations, chances are you probably lost track of the amount of time you've been here and spent here lol.As for the food, it's solid. It satisfies you when you crave it and it fills you up. Like this time as I was passing through Gainesville, I got the shrimp tempura udon soup. It was a good portion size, not too expensive, and the shrimp was fried well. Nice and crispy on the outside while not having too much batter on it. While it won't compare to the food at say Sushi Matsuri, Bento will always hold a special place in my heart. Dropping by here and getting food will always make me feel like I'm back home in the Swamp"
12/4/2021,1,"Bento is supposed to be an easy and quick lunch/dinner stop, and somehow my orders are never ready when they're supposed to be, and something is always missing. This is now the 4th time that my boba tea has come with no boba even after paying for extra. Honestly just a waste of time and money ordering at the Archer road location."
8/10/2021,5,"If you like a little bit of spicy-ness, Get the bento box with gochujang (korean pepper paste) chicken.It is sooo DELICIOUS!Everything else in the bento box was fresh, crisp, clean and it did not leave me with that heavy feeling you get from burgers or pizza."
3/27/2022,4,"Stopped in for a late dinner based on a recommendation. We ordered a roll of sushi, which was nice and fresh and two rice bowls - both of which were really good. As we watched food come out, everything looked good and the portions looked large. I'll definitely go back - maybe to this location the next time I'm in town, or to one of their other locations closer to home."
1/11/2020,4,"This is very disappointing as I always loved Bento. However, I found black bits that looked like burnt pieces or possibly even dried grease from I cleaned stoves and oven. My whole food is inedible and possible dangerous to eat. Very disappointed! Edit: I spoke to a person named Dalia and she handled the reorder very well. Thanks to her the stars went up. Good customer service."
12/16/2019,3,"Awhile back I had couple friends in Gainesville going to school at UF.A long time ago maybe 10 years ago this place was the place to go for lunch. Coming to Gainesville again reminded me of the old times and I stop by while driving back to Atlanta.This place use to be mad packed and waiting took forever.When I arrived, the place looks the same and was still poplar by the looks of it. I order same thing I order from back in the days Spicy pork and my friend order Tempura Udon, we also added Volcano roll.Our food came out pretty fast but our Volcano roll took awhile.For some reason my spicy pork was a little sour which didn't seem right.Ate about 2-3 bites then just couldn't eat it.The udon however was the bomb. My friend love the udon and it was great.Our volcano roll came out after we were done with our main.Volcano was decent but wasn't like how it use to be or it could be back in the days we were young and we could have ate anything at that time.But coming back here brings a lot of memories and as great.If your in town for some decent food or a warm Udon this is the place.They also sell Bubble tea."
4/13/2021,4,"Bento is a consistent 4 stars for me. It's above average, not spectacular but not horrible. I ordered a poke bowl for delivery with 2 proteins, salmon and yellow tail. The bowl itself was good, nothing in the bowl was bad. I appreciated the add ons that were added in. My favorites are the wakame salad, edamame, and ginger. If I had to make one suggestion, I'd say there was not enough protein. I ordered two proteins thinking there would be a decent amount of salmon and yellow tail. Unfortunately, they skimped on the protein as there were only a few pieces of each. I feel as if the poke bowl from Poke Station gives much more protein compared to Bento. Both poke bowls are comparable quality wise. Because of this, I slightly prefer the Poke Station bowls over the Bento ones. The positive thing about Bento is that there is more variety in food options compared to Poke Station. Overall, I'd pick Poke Station if I wanted a poke bowl specifically, but Bento for the variety."
6/6/2021,1,Terrible sushi rolls. Very small and flavorless. They are very skimpy on the sauce and my rolls were very salty. I've had better sushi from grocery stores.
9/7/2021,5,"Fresh food (chicken teriyaki) and great service! Their manager, Elena, and all staff was extremely attentive and accommodating!"
12/19/2021,5,"Love Bentos! Great value for even better quality food. Sushi has become a recent favorite for me. Elena was outstanding! Food took a little long, so she offered my a courtesy drink. Very impressed with the customer service."
12/23/2021,1,Service took way too long for our food from the kitchen. My bento box with veggie stir fry entree was covered in way too much mediocre sauce and the vegetables were over cooked. The whole meal cost nearly $80 for 2 adults and 3 kids for less food and lower quality than you get at a Chipotle (and chipotle costs half as much). I will not be going to one of these restaurants again.
11/11/2020,3,"We stopped here on a road trip and while the food was decent, the customer service and wait were not. There was definitely and inconsistency in urgency and speed among the staff. The team putting the food in to-go bags were so slow. They took so much time putting things together after the food was ready. I could see bags just waiting behind the counter to be put on the grab and go shelves. And with all the time they took, an extra 20 minutes after my order should have been ready, they didn't include any silverware or chopsticks in the bag. Luckily we had a couple packaged plastic forks in the glove compartment or else eating the rice bowl in the car would've been difficult. I understand a dinner rush, but there seemed to be some room for improvement. The food was good though and was exactly what we were looking for"
3/27/2022,1,"Don't ask for them to put rice and meat in separate bowls. It blows their mind and apparently can't be done. I get that it's a different ask maybe slightly out of the ordinary. But seriously looking dumbfounded about wanting the rice and chicken in separate bowls and the ""manager"" saying just can't be done is a riot."
3/26/2022,1,"Not only did we have to wait a long time, the food was drowning in oil, sauce and, ""flavor."" It was overwhelming and upset our stomachs. First time getting food here, because my girlfriend wanted Asian food, and probably the last time."
7/23/2018,3,"Bento is one of those places that you usually know what to expect every single time. I went on a Thursday night and was not surprised to see it was busy and the line was longer. Usually larger groups go together and pay individually since it is counter service and I wish they did a better job of encouraging them to move so the line moves.Bento is OK Chinese, Japanese fusion food. It's overpriced and they give you a decent amount. I got a Bento box with orange chicken and brown rice. It came with green beans, a side salad, and fried wonton wrapper with a sweet glaze. My friend and I also split a Volcano roll. Again this was OK but way over priced for food that I can get elsewhere cheaper. I usually come to Bento with others but it's not my preferred place to go solo if I want a quick and cheap meal."
10/10/2020,1,"I ordered takeout from this restaurant last night & I was extremely disappointed. I ordered Szechuan chicken bowl & I checked the menu multiple times to make sure that the dish didn't have nuts since I am severely allergic to tree nuts. The online menu states ""carrot, string beans, broccoli, scallion sweet + spicy garlic sauce"" & I still had an allergic reaction. Either the kitchen isn't clean & cross contamination took place or they are not straightforward with their menu. I would not recommend eating here if you have severe allergies."
10/17/2021,3,"food was ok. it was very expensive and when we got our food, there was no ginger sauce on the ginger salad. also i ordered with noodle soup and there weren't many udon noodles in it along with only on price of bok choy and they didn't include a lot of the stuff it usually comes with."
5/6/2019,1,"Bento has highly disappointed me.The store opens at 11:30, I got there at 11:35. I was third in line and a huge rush of people came in behind me. I ordered a poke bowl (which I'm happy they added a mini version cause the regular is a decent size if you get it with rice). And I also ordered the lovers boba tea (and they ran out of boba too on a Monday morning). The lady who took my ordered was visibly stressed and answered the store phone in the middle of me trying to get my order in. I should note that I am aware bento does take their time to have their food out. Within 5 minutes I got my boba tea and it was refreshing! But 30 minutes went by and I noticed the people behind me in line already got their food. I went up and asked how long my food was going to take because at that point I was already on a time crunch. I did not have a complicated order, it was a mini and regular poke bowl. They asked me if I had it to go and I confirmed I did. And the staff told me well we take priority in dine in first and then take out. According to the staff, it was their policy. They asked if I wanted a refund and I said no, I came here for a service and it hasn't been provided. I've waited for over half an hour, I've waited for so long, I just wanted my food. A refund would not have fixed the time I already spent there. The policy makes no sense because what difference would it have made if I made it for dine in and then asked for to go boxes? On top of that, I had to ask for the sauces I ordered because they didn't put the right sauce I asked for in the bag. The food itself was adequate, the wonton chips I ordered were soggy. The soda machine had no carbonation so it was unavailable. I know things can go wrong at restaurants but you should avoid the customer trying to see that and provide the service they have paid for. Bento has highly disappointed me."
4/19/2020,4,"Was looking something for everyone on a Friday night stuck in the house. Dinner and a movie sounded good, so after looking through options everyone agreed on Bento. A place we only typically drop in when at shopping centers or out of town. We ordered, and got quick contactless delivery. The food arrived hot in organized bentos box containers with out anything crossing over to the wrong place!! Everyone finished and enjoyed the meal. Was a great way to break up the boredom for the kids. We also got a variety of milk teas and shake with bobas. The kids where happy and the night in seamed like a success."
10/27/2017,3,First time here. Atmosphere: chill and good for casual dining or even a date.Service: food was promptly cooked and staff was very friendly and courteous.Food: the food was decent. My spicy beef bulgogi was a bit too salty for my tastes but the spicy creamy chicken was very good but the pieces of chicken were way too breaded. The portion sizes are ok but if you are really hungry then one bowl might not be enough for you.Overall I think this place is very good for casual dining or even group dining. Would recommend anyone in the area to try it out at least once.
11/8/2016,4,"Four years, Bento, four years without you.Had food here while in town with a friend of mine. The place is even more busy than I remember! Parking now has quite become atrocious compared to back in the day, hence why I am taking off one star.Other than that, the food is still a good bang for your buck. I treated my friend for his birthday and with his garbage disposal ways and my food intake, I still didn't make it to $30. We ordered miso soup, chicken stirfry, some nigiri, and a Mongolian beef bowl (or at least I think that's what it was). Everything was delicious, and well, my friend stuffed himself and I had food leftovers.I found out now that they apparently have expanded to South Florida, so I'll be visiting to see if it's as good as this location. Until next time, Bento. We have finally met again, and well, given that you've franchised in my neck of the woods, it definitely won't be another four years without you."
4/26/2019,5,"Awesome pan Asian food for a quick meal! Great service and great quality. Most of my typical meals here are the sushi, Vietnamese pork chop bowl, or the poke bowl. Cannot go wrong with the bento box either. Definitely recommend!"
5/5/2020,3,Do not order delivery. Only go there if you order tofu. Somehow the chefs at Bento assume tofu can be substituted for chicken. Sure in many respects they look a like. Normally this would come off as a one time mess up and easily forgiven. This has happened a minimum of five different delivery orders from this location. The mid town location did this so many times I started ordering from this one. This local does the same thing. If I'd ordered tofu extra protein I'd get chicken and tofu or just chicken.This review is similar to my mid town review due to the fact that two locations are doing the same thing. When dining in it seems they actually check the ticket for accuracy. But delivery is a gamble I lose enough to stop ordering.
7/22/2021,2,"In the last 6 months or so a poke bowl has risen from $11, to $13, and today they rose to $15. Lunch for 2 with tax is now $32, without tip. $32 feeds a family of 4, ribeye steaks. I'm done."
