dates,reviews,comments
3/11/2021,5,Bento Asian Kitchen + Sushi is my daughter's favorite place to eat dinner. I tried their poke bowl the last when I went there and it was DELICIOUS. Made me so happy and full. Highly recommend this place for poke bowl.
5/15/2020,4,"Many time visitor - first door dash- The make your own poke bowl is my favorite. I ordered a different one for each family member through door dash. Perfectly and accurately made with a side of delicious veggie spring rolls. They made them visually appealing and ingredients were crisp, fresh, and delicious. Door dash was fast and friendly"
5/12/2021,2,"I was pretty disappointed after finally trying this new Bento location. It has been a couple years since I've had Bento and I liked it when I did. Tonight I drove into Brooklyn and ordered. The staff was friendly and attentive, the food came out fairly quickly and the ambiance of the restaurant was nice. My issue was the food. I got two chicken bento boxes (Mongolian and garlic broccoli), krab wontons and a Thai tea. All together it was $40!!!! The chicken was bland - both flavors tasted the exact same. The whole entire box tasted like frozen pre packaged food you buy at the store and defrost in a pan. The Thai tea was overly sweet with a bitter after taste and I couldn't take more than two sips. The wontons were good but you only get 4 for $5.50 and they barely had any filling. All in all I'm upset I paid $40 for such mediocre food. You can get twice the amount of food for the same price at our favorite Chinese take out and the food is 10 times better."
9/17/2021,1,"While I understand that many businesses are suffering because of the COVID-19 outbreaks and there are staff shortages, it seems like management would have the foresight to do some very simple things like putting a small board up every day to let customers know that they are out of certain dishes. Of the dishes that I tried to order, they were out of yellow curry, brown rice, and sushi in any form. When I finally decided on a Bento box with beef they took the order and then in about 10 minutes came out to tell me that they were also out of beef! When I asked for a manager they couldn't seem to find one and I explained that it would be good if the customers knew what they were out of ahead of time - less stress for everyone all the way around. Additionally, even though they ask everyone to wear a mask until they get to the table the person who took the order had no mask and many of the staff had their mask under their chin. If you're going to ask customers to wear a mask, the staff should be setting an example. The response to my concern was simply ""I'll let my manager know"". It would also be helpful if they just had a coupon of some sort to offer customers when their experience is not that great. Beautiful setting and beautiful interior, but at this point would not come back to this restaurant."
4/4/2021,4,"Overall the food is good. Be prepared with a debit/credit card as they do not take cash. I've been here 3 times now since they've opened. 2 of those 3, the sushi rolls I ordered, fell apart while trying to eat them. The taste was still good tho."
3/21/2021,3,"I ordered the combo box and the crab wontons to be delivered. The wontons were still crispy and quite good.  I ordered a chicken tempura and a Florida. I expected the 4 pieces of tempura to be crispy, but they put the chicken inside a seaweed and rice roll. Not at all crispy! Also,  I didn't know that the Florida roll would have raw fish.  The menu doesn't specify what's in the rolls. So, because I'm home sick,  I didn't eat it. The California roll that's included was ok."
11/22/2022,4,"I was looking for something to eat after shopping at REI and noticed this place. With tofu on the menu, it was a go. You order at the counter and place a number on the table, to have your food delivered to you. It was fast and friendly, and the food was hot and delicious. The place was casual and seemed to be a popular spot for takeout."
8/3/2022,2,"Food was good, but the service and prices ruined this experience. For two people, two dishes and two fountain drinks came out to $35. This was after my boyfriend noticed that he had been charged an additional fee for a shrimp tempura that we did not order and received a refund. The server that handled the refund was not entirely polite and rolled her eyes when he made a simple inquiry about the receipt. Not a great first impression for us with this location.Food took quite a bit of time to arrive but tasted good. May or may not return to this location to see if they have improved any."
12/22/2022,5,"Bento Asian Kitchen was one of the best restaurants we've ever ate at. The food was delicious, and everything was very clean. We would go to Bento 100 more times if we wanted to. The service was quick, and didn't last over 12 minutes. Bento is a 5 star restaurant to us."
4/20/2022,4,"Bento wasn't my first choice, but I needed something quick and convenient between running errands and yoga.Food wasn't bad, just average. It's your typical Asian chain restaurant, so I wasn't expecting anything great. The boba menu is basic, but the jasmine tea was pretty decent. I ordered a veggie roll with a side of eel sauce, which was packaged nicely and affordable, but vastly underwhelming.There are a few other Japanese places across the street I would recommend over this."
3/21/2022,5,"Anytime I'm hungry at Town Center it's a hard sell NOT to go to this place. I love it! The customizable poke bowls hit your fancy no matter what you're craving- Mango, pineapple, edamame, seaweed salad, avocado. Can't decide between rice and salad? Go for both! The salmon is delicious and the spicy tuna will clear out your sinuses. (Read: it's good!) The sauce options are fantastic too, I really like the Yuzu ponzu. It's a little expensive but the portions are large. And they have a nice selection of boba teas, I recommend the Thai boba. Yum!"
12/25/2022,3,"The service was slow. They always have missing menu items. This time was the sweet and sour sauce for the fried wantons. They did no tell us. We just received them late with no sauce. They run out of padtai  and food came slowly. Should they have big to go orders , then you are not told but you may be waiting more than 25 minutes for your order. Corporate should supervise the town center restaurant. They are not train for good and efficient service. It has got worse as weeks go by. Sorry you lost a frequent customer"
7/29/2022,4,"Bento's been around for quite a few years now. The craze had died down awhile now too but this place pretty much still serves the same menu. It still tastes the same way, which is a good thing. Service is still great and staff are still friendly."
11/21/2022,5,"Top tier team at this location. Their efficiency, and kindness is beyond appreciated. There are shortages creating menu holes but they are working with the concern with grace and ease"
6/18/2022,5,"This is my go-to place almost every Sunday after church and as always, I have been consistently getting good service and quality food! I am a little bit confused about reviews who say otherwise. Everytime I am craving for sushi, I go to this place and my cravings are satisfied. We went here tonight for dinner with the fam and perfect timing because it is national sushi day where we can get free sushi when ordering $10 or more. Tonight I ordered volcano roll and my son ordered Mt.Fuji roll. For our free sushi, we got the spicy tuna roll - all of these are super delicious!!!"
11/21/2022,2,"Went to lunch there and the Sushi was fine, I would even recommend it (especially the special mex roll). The staff on the other hand was the exact opposite. Very rude and short with all their customers even though they were not busy. Most the employees were standing around not doing much. They were not helpful either when asking questions about the menu. I would recommend going to Bento, but not this location."
11/13/2022,2,"The quality of this place has decreased significantly since it opened, making me wonder if it has changed owners. My food ended up taking 20+ minutes to arrive, even though the place wasn't very busy. The rice was at room temperature when it got to the table, and the meal itself was only somewhat warm. The tables were also dirty. I watched the staff clean a used table, using a pre-used white rag, with a couple sprays. There was food residue left on that table, and frankly speaking, there was food residue left on all of the tables. Gross. I feel like the staff now does the minimum here, and it shows in the food and atmosphere. My wife felt the similar about her entree - acceptable, but nothing to go back for. We won't be coming back."
10/13/2022,3,Bento has really gone downhill the past year. Came to this location since the riverside location doesn't have udon noodle soup anymore. The cashier must have not paid attention because both my udon noodle soup and my friends were wrong. I asked for no Bok Choy and Wakame. Mine came with bok choy so they had to fix it. My friend asked for plain noodles since they were out of katsu chicken and he doesn't eat tofu or shrimp. He added a combo with coke and an egg roll They were also out of the Dragon Fruit Lemonade even though they still had a sign up for it. So I just had water and ginger salad for my conbo. I let a team member know and she brought mine back out and it was fine. She said there were problems with the particular cashier who took our order and offered to refund my friend when they were finished with their food. It's sad to say I probably won't be back to either location in the future. There's not many noodle places in town so I go where I can.
2/20/2022,1,"Bento disappoints once again! After waiting 30 minutes, they gave us our food with 1 item less. We asked for it and got it. But when we got home, the tofu katsu was replaced with a chicken katsu (see receipt). I CANNOT eat chicken. So I'm starving and have to cook.One day I'll learn my lesson and never go back. Unfortunately, I've friends who like their food. Oh, when we tried calling, no one picks up the phone. Twice."
9/30/2022,5,"We are here on business for three weeks and decided to check out the Bentos , which is one of our hometown favorites! We had dinner this week and we're impressed with the freshness and great taste of the sushi! We had the dragon roll and it was delicious! We will definitely have sushi there again."
10/23/2022,5,"My favorite quick service sushi restaurant, the sushi and poke bowls are phenomenal and the ingredients are always fresh. The service is always quick and friendly."
9/4/2022,1,The service is super suck!!!!!!!! And the price is too pricey. Is not worth the money cuz the food is suck.
12/22/2021,3,"This was my first time here. It was a cold rainy night so I wanted ramen. Except they don't serve ramen here, only udon noodle which was just 2 pieces of bok choy and udon noodle. You can pick a protein but they ran out of chicken and shrimp so I got a side of tofu which sounded good in theory. I thought the tofu would be in the soup but instead it was fried tofu with no seasoning or flavor or dipping sauce. Now I can see why Americans don't like tofu because it's not prepared correctly at Asian fusion places. The inside doesn't seem very clean and the service was a bit rude. Would not be back."
10/26/2022,2,Ran out of a bunch of stuff and offered no alternatives. Not very friendly. Hopefully the food is better than the service!
4/5/2021,1,"Ordered my meal at 4:15pm. Not a real busy time period. Order a Bowl with Udon, shrimp, General Tso style. 20 minutes later a man stopped by and asked if the manager had been by my table yet. I told him, no. I said that they were out of ""the sauce"" to make my meal, would I like something else. He asked if I wanted something hot or sweet. I told him medium, and I told him I would be happy with any bowl, with Udon, and shrimp. 28 minutes later, I received a bowl. It was a bowl with Udon, and fried chicken with hot sauce. 48 total minutes of waiting and not the right food. A little while later, I see him pointing at me to another man who I thought was likely the manager. That man looked at me and I asked him to stop by. He stopped by and I explained things to him. ""Is there something I can get you"", was his question. I said, no, I just thought he should know. He asked if I wanted what I ordered to take home. I said, no. He then left the table. Now... in my world a restaurant manager, owner, person in charge would invite me back on them due to their total ""blowing it"" with my visit. Many time in my past life, I would have refunded their money and invited them back, No... too busy wanting to go over and talk to the other man again. So... some years ago this was one of my ""go to"" places to eat lunch. I must have gone there at least 50 times. After today's today, ""who gives a XXX"" experience, they are now off the list for the future.Now, don't come crying back to me about you might have hiring issues now (their kitchen appeared fully staffed)... because an honest ""I'm sorry and let me invite you back as my guest"" would have turned the situation around. There are simply too many options to have to deal with situations like this... so I will choose not to. Really bad experience... really doesn't deserve the one star. Oh yeah, their drink machine was out of order too. Good bye!!"
5/7/2020,4,"This was my first time trying this place, my mom loves it here so it came highly recommended. We had a poke bowl, Miami roll but I wanted it panko fried and crab wontons, everything was delicious. No complaints! These 3 items came out to $31, but it honestly was quality food, tasty and good portions. Right now due to covid, only outside and take out is available. Can't wait to try some more food off their menu. I was so excited when I saw they offered Japanese white sauce as one of the sauces, yesssssss!!!!"
2/7/2022,1,"Poorly packaged food spilled all over my wifes car. The lids must not have been snapped shut, because these types of containers are usually hard to open. Also, an entire family meal (4 rice bowls and 4 soups) was jammed into one bag... Seperate into two bags and this probably wouldn't have happened.Also, two customers in front of us walked out before ordering because it smelled like sewage. Probably mopping the floors with the rugs down."
2/19/2021,5,"The food is good - but they made a mistake on the order, ya know because they are human! Let's take a chill pill people sometimes mistakes are made - it's what you do with that error that makes a difference. They definitely made it right with sincerity and also comped an appetizer! It gets busy so plan accordingly, and be prepared to wait for sushi"
3/12/2022,5,"Food was delicious the place is beautifully decorated. We were served fast on a Saturday afternoon for dinner. The drinks were very good, my sons got the boba tea. The enrolls (2 per order) super crispy with a sweet and tangy sauce."
12/7/2020,2,I went here on a Sunday afternoon and it was ok. It wasn't amazing but it was not bad either. I asked for it to be spicy and it really wasn't. The lomein noodles were cold and salad dressing wasn't enough for salad. I wouldn't go out of my way to eat here.
9/5/2022,1,I had the chicken katsu and the chicken tasted fake. I've been coming to bento for 2 years and I always get the chicken katsu. Either it was over cooked or something but this is the first time I've had it taste like that. Horrible! And the young lady working at the register wasn't really nice. Food was rly slow to come out too
4/2/2022,3,"Ok. So I usually always get a Bento Box at Bentos and it is always delicious. As of late everything is coming out hot in there Bento Boxes which was not the case a few months back. Anyways, instead of ordering a bento or eating udon soup at my favorite place (Soupa) I decided to try it at Bento. And I have to say that was a mistake! Please don't bother ordering the udon soup at Bento. Stick to eating there bento boxes which are great. Go to Soupa for the udon soup."
10/27/2019,4,"Visited Bento at St. John's Town Center at about 6:30pm on Sunday. There was a small line to order but it moved fast.  After we ordered, the line behind us began to build. Bento serves many different Asian Dishes as well as Sushi. Their Main Menu is set up by picking a base of Rice Bowl, Noodle Bowl, or Bento Box. You then pick one of the many Asian prepared protein options. They also have set dishes and Soups. We ordered the following:Spicy Bulgogi Bento Box with Brown RiceSweet & Sour Chicken Lo Mein Noodle BowlOrange Chicken Lo Mein Noodle BowlHibachi Steak Rice BowlAfter ordering we took our order number to our table. The food didn't take too long to come out. Everything was tasty and filling. The beef was tender and flavorful and the chicken bowls had a nice tang and zest. Depending on your appetite, some of the dishes could be shareable as they are decent portions for the price. Tip:  You get one complimentary sauce per roll, bowl, or box. The white sauce was our favorite (which is the same as Shrimp/Yum Yum sauce from Japanese Hibachi Steakhouses)."
4/15/2022,1,Don't order to go without checking your food. I ordered the sweet and sour shrimp bowl with lo mein to go and it was trash. I would have taken it back if I had the energy to deal with them. The shrimp were literally 1/2 an inch long and COVERED in breading and sauce so it looks like a decent size. Not what I was hoping for at all especially for the price. Shrimp also had the tail attached under the breading so you can't even tell until you're eating something crunchy. Noodles were greasy. Yuck.
3/19/2022,2,"Food was fine, but overpriced for what we received. $15 for a sushi roll you could get elsewhere at the same quality for much less. No complaint about service."
4/22/2022,2,"I always order the Pao Pao™ Rice Bowl which is delicious even though I normally like spicy dishes. so this time I ordered the  Sichuan Rice Bowl which I realize now, it's not spicy either but, it doesn't taste good, it's not seasoned, there's very little chicken and veggies, it's just like eating cardboard. This place it's a one pony deal to me now, I won't venture to other dishes as now I'm afraid it will be bland and flavorless, to think I paid $12 for this! I was hungry so, have to shove in tasteless rice to fill up."
3/14/2022,1,The food so expensive for something so mediocre. The rice was under cooked and the chicken over cooked. I will bet a couple bucks that Panda Express is better than bento. And at this bento location the staff are so rude and gave me attitude about ordering. Live laugh love.
11/14/2021,2,I really hope their kitchen is cleaner than the dining room.... Almost walked out due to the level of filth. We were the first ones in the restaurant at 11am and it was obvious they didn't clean the dining room for the day. The food was good but I'm concerned about the food safety that is observed in the back. We won't be back.
5/20/2019,4,"I was craving poke and this place is conveniently located close to work. I called in my to go order to minimize my wait. Arriving just before noon, the place was relatively full. My poke of white rice, chicken katsu, tempura shrimp, and spicy tuna was good. For toppings I chose edamame, sautéed shiitake mushrooms, masago, and avocado. I also added furikake and scallions along with spicy mayo and poke soy for my 2 sauces. The place filled the bill for my craving and would easily add this to my regular lunch rotation easily to shake things up from the norm."
2/20/2021,5,I ordered the volcano sushi roll. It was absolutely delicious. Place is clean and you're greeted upon arrival. Taking proper social distancing and cleaning measures. Food never disappoints.
11/21/2021,4,"I like the protein bowls.  Never had an issue with service and have always eaten outside, so can't speak to the cleanliness of the indoor eating area.  It's definitely a good fast-casual option for me if I'm the area."
2/17/2020,4,"Bento has been one of my favorites since I moved to Jacksonville 7 years ago. I've always loved there fast service, expansive menu and delicious food (that is always fresh.)It is definitely one of the places that I could eat everyday if I allowed myself to! I often get their build your own poke bowl. The ingredients are fresh, the rice is cooked well and the sauces are on point. I wouldn't say they are the best poke bowl in the area as they aren't as generous with their servings of proteins and you don't have unlimited topping options like Kazu and some of the other similar style restaurants for the price point. But you are guaranteed to be served a meal with quality ingredients. I love this location as it has very large windows that allow you to see the beautiful outdoors. The staff are friendly and it's very clean!Definitely a place to check out if you love sushi!"
6/29/2022,5,"The food tastes great!!!  The staff are friendly and helpful, I love the way that your lunch is packaged!!!"
6/14/2022,1,"Can I give zero stars? Placed an order online and showed up to pick up my order for everyone to just stare at me when I walk in and stand at the counter. Then I am told that my order will be a few minutes, no problem I was a little early. I am headed my order a few minutes later and ask for two shrimp sauces and I'm told that they have to charge me on top of already paying quite a bit for a chain restaurants food for a sauce that for the last four years has always come complementary one with each entrée. Destiny was extremely rude and un-interested in helping me. On top of that, get home... Food was absolutely disgusting. Tasted like it was from the day before"
6/3/2022,1,"I wish I could give this place 0 stars, I really do. From the  workers who don't speak to you no to them not having anything you want in stock half the time. So I I ordered the sesame stir fry double chicken no mushrooms. When my food arrived, there was mushrooms in it. I kindly asked if i could have a remake, they then asked if I had an allergy to mushrooms or if I just didn't want them. Who knows why that matters, regardless you have to remake my food, you served me wrong food. They then came back, with my same bowl, mushrooms picked out of it, and now the chicken is cold. I didn't even bother eating it, I just gave them back the bowl. They then asked me if I wanted a refund. No shit I want a refund. Oh and btw, they didn't give it to me."
10/15/2018,4,"This is a good, solid 4 star establishment. Asian fast food, but really nice quality. My husband and I were in the area and he decided this place sounded the best out of all the choices and I agreed. Not having been here before, we were a bit confused by the menu - not all the dishes were available with the all meat choices, but the lady behind the register was patient and explained how to read the menu, thankfully.My husband had the Asian Cajun Pork noodle bowl. The cashier warned him that it was going to be hot (spicy) and he said that was fine, it was what he wanted. I ordered the Szechuan chicken Bento box with brown rice. (I received no warning about the heat, ironically. LOL) We decided to make it a combo meal for a little extra by adding a drink and a bowl of soup. The clear soup was very good, the mushrooms were super fresh. My husband thinks that was the best clear soup he's had in a very long time. Our meals followed soon after. My husband's Asian Cajun Pork noodle bowl was very tasty, and a wee bit spicy, but did not in any way deserve the ""HOT"" warning he received. LOL We rather thought it was tame. On the other hand, my Szechuan chicken was HOT! Wow! No complaints at all, it was exactly what I wanted, but didn't expect (most places disappoint with the heat). Frankly, he was a bit envious of my dish and was scooping up the extra sauce for his noodles.With both dishes, the green beans were awesome. Seasoned well, cooked, but still with a good crunch. The noodles were good in both, al dente and flavorful. My brown rice was very nice, nutty and soft. All the vegetables were very fresh. The pork in my husband's bowl was very tasty, almost steak-like. The chicken in mine was super tender. The only ""disappointment"" was the salad in my Bento box, but it wasn't bad, just average.We did not try any sushi, but it was very popular while we were there, a lot of people sitting around us had ordered it and it looked really nice.All the workers we encountered were pleasant and helpful. The building was small, but clean. I like that the food was fresh but fast and yet was still served on proper plates. I'm glad we got there early, because by the time we were done eating, the order line was out the door!I do recommend Bento Cafe if you are in this area."
11/17/2018,4,"Ordered: pineapple fried rice with tofuThis location is slightly different from the Deer Lake location; as in it's not your traditional sit down restaurant. You preorder your food, take a number then wait for your food to be delivered to your table. Ive been here a few times and for the most part I like their cooked sushi rolls and their boba drinks. My favorites so far is the Mt. Fuji roll and the taro milk tea boba. As for their other entree items, those are hit or miss. Some really good, some kinda greasy, some kinda bland. The pineapple fried ric that I ordered this time was very flavorful minus the amount of greasy they used. However it did have generous amounts of tofu and pineapple."
11/7/2021,1,"This is not my first experience with bento, but it may well be my last. The staff at this establishment were very unprofessional while attempting to place an order. First, I was told to call back in 15 minutes just to place an order. Then, they said they ran out of rice and noodles. My final attempt to give this company my business resulted with the staff outright refusing to take any orders."
