dates,reviews,comments
12/5/2022,5,"I've been to Bento in tallahasee before and so i had lunch here because it was familiar. The quality of the chicken itself could be better, but it was redeemable with the sauce (I had orange chicken). The rice and vegetables taste pretty nice too. I love that I could see the kitchen while I was placing my order, and I could tell where my order was (guaranteed freshness!). Quick service too."
4/13/2022,3,"Ordered:Steak & Shrimp Combo Garlic Broccoli Box with White Rice (~$18)Diet Coke (~$4)Aya's take:Although this place was super average, I'm a bit confused by the extremely low ratings. The one thing I will say is that the quality does not justify the price of the food. The portion is pretty solid, though. The box comes with a pretty well-rounded meal although a lot of it seems like ""fillers"" - things you wouldn't normally get but will eat just because it's there. I mainly ate the steak and shrimp with broccoli along with the white rice. Considering the plethora of options at this food court, I would recommend trying other places before deciding on this one."
10/17/2021,2,"I was really looking forward to eating here but food quality is not great! I'm disappointed!! I came here with a friend for the first time and there is a variety of itemsThere so I wanted to try something good and Asian food is always good. The chicken wasn't cooked as good, it was very greasy and I would say it tasted like it was old food! I will not return!"
6/20/2022,4,"Really good Chinese food! The General Tsos chicken and rice was my favorite and I would get it again. The sichuan was ok, definitely not spicy enough! I preferred the rice over the noodles. Overall good food and decent prices. 4/5 because no free water ;("
9/24/2021,4,"My volunteer group met at Armature Works because they have a huge outside seating area and in the time of Covid that's a great thing.Before our meeting I went to Bento to pick up some dinner. I went with the Korean bowl with chicken because it sounded like everything I like. It was delicious! Also, it was pretty quick too. I didn't have to wait long for it to be ready. My only complaint is they didn't have brown rice. It is listed as a choice on their website.I would definitely eat here again."
11/27/2022,2,"Food was just ok; nothing worth going back for.  Excessively greasy, vegetables not cooked correctly (Mongolian noodle bowl with steak).  Watched a colleague unwrap and pop a candy in his mouth with his gloved hand.  For a place with so many up charges, you'd expect better quality.  I have it on good authority that the restaurant in Orlando is better, so I'll try it again, but not at the Armature Works location."
10/13/2022,2,"This place wasn't terrible. If you like Panda express, don't mind paying double the price, and a $5 upcharge for fried rice, this is the place for you. Avoid our mistake and look around for better food in armature works. The food was OK but not worth the exorbitant prices. $6.50 for a drink and egg roll?"
2/20/2022,3,"Mediocre dish (I got the red curry rice bowl with veggies) at a decent price in Armature Works. Very long wait on a Sunday around 2pm, but that was my fault for coming on a Sunday!"
6/9/2022,4,"I see a lot of not the best reviews for this place but I have ordered many times, I get the same thing and I LOVE it. The Pao Pao chicken bowl with an upgrade to fried rice is so good. It has the perfect amount of sauce with it drowning. The chicken is crispy and the sauce adheres well. I got there late to pick up my online order and it was still warm when I got home. The portion generous, I saved leftovers for the next day. I'm a happy camper =]"
10/10/2021,4,Last night I tried Bentos for the first time. I liked the vegetarian options they had available. I ordered the pineapple sweet and sour tofu noodles. The tofu was fried and had a nice texture (usually places just cut it up and leave it as is). The noodles were fresh and the vegetables were crisp and not over cooked. I would compare it to Pei Wei and would definitely do it again. I didn't feel gross after eating it and will probably try the General Tso's Tofu or Korean Tofu. The food did take a while to come but it was a Saturday night and was very busy. The food came hot and freshly made. I will definitely have it again in the future. The other people in my group really liked their food too.
12/5/2022,5,"I've been to Bento in tallahasee before and so i had lunch here because it was familiar. The quality of the chicken itself could be better, but it was redeemable with the sauce (I had orange chicken). The rice and vegetables taste pretty nice too. I love that I could see the kitchen while I was placing my order, and I could tell where my order was (guaranteed freshness!). Quick service too."
4/13/2022,3,"Ordered:Steak & Shrimp Combo Garlic Broccoli Box with White Rice (~$18)Diet Coke (~$4)Aya's take:Although this place was super average, I'm a bit confused by the extremely low ratings. The one thing I will say is that the quality does not justify the price of the food. The portion is pretty solid, though. The box comes with a pretty well-rounded meal although a lot of it seems like ""fillers"" - things you wouldn't normally get but will eat just because it's there. I mainly ate the steak and shrimp with broccoli along with the white rice. Considering the plethora of options at this food court, I would recommend trying other places before deciding on this one."
10/17/2021,2,"I was really looking forward to eating here but food quality is not great! I'm disappointed!! I came here with a friend for the first time and there is a variety of itemsThere so I wanted to try something good and Asian food is always good. The chicken wasn't cooked as good, it was very greasy and I would say it tasted like it was old food! I will not return!"
6/20/2022,4,"Really good Chinese food! The General Tsos chicken and rice was my favorite and I would get it again. The sichuan was ok, definitely not spicy enough! I preferred the rice over the noodles. Overall good food and decent prices. 4/5 because no free water ;("
9/24/2021,4,"My volunteer group met at Armature Works because they have a huge outside seating area and in the time of Covid that's a great thing.Before our meeting I went to Bento to pick up some dinner. I went with the Korean bowl with chicken because it sounded like everything I like. It was delicious! Also, it was pretty quick too. I didn't have to wait long for it to be ready. My only complaint is they didn't have brown rice. It is listed as a choice on their website.I would definitely eat here again."
11/27/2022,2,"Food was just ok; nothing worth going back for.  Excessively greasy, vegetables not cooked correctly (Mongolian noodle bowl with steak).  Watched a colleague unwrap and pop a candy in his mouth with his gloved hand.  For a place with so many up charges, you'd expect better quality.  I have it on good authority that the restaurant in Orlando is better, so I'll try it again, but not at the Armature Works location."
10/13/2022,2,"This place wasn't terrible. If you like Panda express, don't mind paying double the price, and a $5 upcharge for fried rice, this is the place for you. Avoid our mistake and look around for better food in armature works. The food was OK but not worth the exorbitant prices. $6.50 for a drink and egg roll?"
2/20/2022,3,"Mediocre dish (I got the red curry rice bowl with veggies) at a decent price in Armature Works. Very long wait on a Sunday around 2pm, but that was my fault for coming on a Sunday!"
6/9/2022,4,"I see a lot of not the best reviews for this place but I have ordered many times, I get the same thing and I LOVE it. The Pao Pao chicken bowl with an upgrade to fried rice is so good. It has the perfect amount of sauce with it drowning. The chicken is crispy and the sauce adheres well. I got there late to pick up my online order and it was still warm when I got home. The portion generous, I saved leftovers for the next day. I'm a happy camper =]"
10/10/2021,4,Last night I tried Bentos for the first time. I liked the vegetarian options they had available. I ordered the pineapple sweet and sour tofu noodles. The tofu was fried and had a nice texture (usually places just cut it up and leave it as is). The noodles were fresh and the vegetables were crisp and not over cooked. I would compare it to Pei Wei and would definitely do it again. I didn't feel gross after eating it and will probably try the General Tso's Tofu or Korean Tofu. The food did take a while to come but it was a Saturday night and was very busy. The food came hot and freshly made. I will definitely have it again in the future. The other people in my group really liked their food too.
9/6/2022,4,"No, this isn't a place for authentic Asian food, but it's fast, and most of the food is reasonably tasty.I came with low expectations, having reviewed the yelp reviews. But I needed a quick meal close to MOSI, and I was tired of feeding American fast food to my kids.We ordered a veggie sushi roll, a kid's chicken katsu box, regular edamame, and a chicken katsu with Japanese curry bento box. The kids also got strawberry Ramune, and I had a honeydew milk tea with honey boba.The food came out as it was prepared (you order at the counter or online, but they do bring the food to your table), and the sushi came out about 5 minutes after we ordered and paid. My kids previously hadn't liked sushi, but my son decided he liked sushi on this visit. Score! There's nothing mind blowing about a veggie sushi roll, but if this was a first positive step towards more global tastebuds, I'll take it.The food overall was reasonably tasty and reasonably well made. My chicken katsu was crispy. The Japanese curry tasted correct (I'm assuming they use the same box curry blend that most people use and/or buy from MD Oriental). The noodles and green beans in the bento box were room temperature. The salad was forgettable. I'd have preferred that they not do the sugared fried potsticker wrappers as they were oily nothings that no one liked. But the rice, chicken and curry were fine.All in all, we enjoyed our meal at Bento, and my son has requested that we return. I thought the restaurant was clean, the service competent, and the prices were about right for a fast casual restaurant."
6/13/2022,4,"Based on the previous reviews, I did not have high expectations, but I actually really enjoyed my meal here. The counter person did her best to be helpful when finding out I had never been, and I appreciated the effort. I ended up ordering the sushi bento box, which came with a California roll, choice of two half rolls off the classic roll menu, some noodles, and a small salad.  I also ordered some miso soup and a fountain drink.The restaurant was clean, with a crisp, minimalistic look, and there were plenty of tables available.  I love that they had blue Powerade at their fountain, which was perfect after working out. The sushi bento box came out very quickly; the miso soup took a bit longer.The miso soup was outstanding. Very flavorful, with fresh mushrooms floating on top. The bento box was good, and though the noodles were bland, the highlights were the half Rainbow Roll and other classic roll I chose.  Not the best sushi rolls ever, but very enjoyable.I would definitely stop here again if I was in the area. Yes, it was more expensive than the average sushi restaurant's bento boxes, but it was also more convenient and quicker than going to an actual full service restaurant."
6/20/2022,5,"This location of Bento is top notch!  Very friendly staff! The food options were slightly overwhelming though because everything on the menu sounded fantastic! We got the garlic string beans, lo mein, make your own poke bowl, miso soup, orange chicken bowl, crab Rangoon, and spring rolls. EVERYTHING HIT! The spring rolls were extremely flavorful. The sauce that comes with it is not that good. Probably my least favorite part of the meal but the rolls are so good the sauce is not needed. The lo mein was spot on! Really enjoyed the build your own poke option. They have pretty much any combination you would want. If your in the area definitely go check out this location!"
12/21/2022,5,"I'm born and raised in Hawaii, when I saw Bento I got so excited!! And I was even more impressed with the quality of food. Love this place!! Will definitely be one of my favorite spots to eat!!"
5/9/2022,5,"Super worth meal with big portions, and I even had leftovers.I had the LoMein Bowl with Shrimp. It has red bell peppers, onion, bean sprouts, carrots and scallions. Natalie at the cash register was super sweet and was very knowledgeable about the menu. Pro Tip: ask the cashier their opinion or even for fan faves. Next time, I'll have to come by and try the LoMein with their fan favorite Pao Pao Chicken."
8/2/2022,3,"Dunno what it is about this place but they always take 15-30 minutes longer than advertised when you place an online order. consistently great noodles and fried rice, though. skip any of the fried meats, they're always soggy and gross."
6/5/2022,2,"Their main dishes are good but over priced to the max. I paid $15 for a main meal, some rice, noodles, noodle crackers, and undressed salad (handful of lettuce). The rice is not enough and the noodles are unseasoned. My total for this meal was $15 when I think it should be around $9. If anyone is interested in an authentic bento box, I highly recommend Sa Ri One Kitchen. Their bento boxes come with so much more and cost around $11. I understand the restaurant is a chain but I'm highly disappointed with how highly my meal cost."
11/22/2020,5,"Since Bento had their Grand opening I've been back 2 more times. All 3 times I ordered online and picked up my order. Each time I got the dragon roll with no Japanese mayo.  I'm addicted. Did you see how red the tuna was on my roll? Great quality and it didn't break the bank!I'm a sushi lover, so when I find a great affordable roll I crave it! I go to East Tampa either once a week or every other week and I always get on Fowler to get what I can't get on my side of town. Affordable sushi and poke bowls happen to be 2 of those things.So, the next time I go I have to try one of the bento boxes. Not sure if I can stay away from the dragon roll, but I have to try something else.The food is clean and delicious. service is fast, the restaurant is clean and online ordering is on point. What else can you ask for?"
10/15/2020,4,"This Bento has great setup among many Bento I have been to. Set up is very nice with indoor or outdoor dining. The elevated outdoor concrete floor serve a very good view and away from the vehicles. I have sushi box with yellowtail caliente roll and salmon roll. It come with California roll, goyoza, salad and spicy cucumber pickles. This bento box is fresh and good. The food do improve a lot from old day. My wife have bento box of chicken katsu. The chicken was two flat pieces. It also accompanied with noodle and brown rice. The salad and wonton skin also includes in the box. There is not much of service. It is order at the counter and bring a number to your table. Food was delivered by your number."
2/21/2022,1,An Asian restaurant that doesn't serve tea. Overpriced menu and it is OILY.Not to mention girls who work there are picking their scalp.SERVICE: 2.4/10AMBIENCE: 5.8/10FOOD: 2.3/10First and last.
11/6/2020,5,"I went to Bento for their grand opening today and it was amazing! Shame on anyone who came on here before their opening today and left a less than stellar review. I've been to the St. Pete location previously and loved it. So when I heard they were opening up a Tampa location I was so excited.Today I ate the Mongolian beef Bento box, the garlic edamame, fried pork dumplings, miso soup and a Thai tea with honey Boba. Everything was fantastic. The Mongolian beef had so much flavor and I loved the options that came with the Bento box. I did not have to choose between rice and noodles... I got both! The Bento box also comes with a ginger salad and cinnamon sugar wonton crisps for dessert. Every single item in the box was amazing. The garlic edamame was really good as well. The miso soup was perfect for fall-ish weather and the fried dumplings were also great. I wasn't expecting the Thai tea Boba to be as good as it was.. I liked it so much that I ordered a second one before leaving. The texture of their Boba was the perfect texture and the Thai tea was delicious.Aside from the food being stellar I thought the staff was awesome. They were very attentive all of my needs and believe me I asked for a bunch of things! While the location near USF is a 30 minute drive from my house, I will definitely be frequenting Bento in Tampa."
5/6/2022,5,"My go to is always a Build-A-Poke with salmon and tuna. Love how many different topping options there are! The fish was fresh and the rice was cooked just right. I always get the dressing on the side, that way the rice doesn't get soggy from it. Would recommend, 10/10!"
5/4/2022,5,"Ordered the Orange Chicken bento box and everything was delicious! I thought the portion size was good and had enough leftovers to bring home. Next time, I want to try their Pao Pao Chicken (their signature sauce)"
1/30/2022,3,"Kinda disappointed, food was ok. I got the orange chicken and some of the pieces were raw. We also got the rice bowl with chicken and it was good. Pretty expensive for the quality and we waitied about 35 min for the food."
12/1/2021,1,"The customer service is poor and cleanliness is below average. The cashier that took my order had a terrible attitude and handled my order unprofessionally. I also observed one of the employees use a cleaning cloth on multiple surfaces to wipe down the tables, the fountain drink dispenser, and seats. There was a delay between the time I place my order and when my food was prepared, I had to walk up to the counter get the attention of one of the cooks to inquire about my order. Only after the cashier heard me questioning the whereabouts of my food to the kitchen did she make any attempt grab my food and bring it to my table. To make matters worst the restaurant wasn't busy at all, there were only 7 patrons in the establishment counting myself. I will not be visiting the restaurant again and I wouldn't advise it to my colleagues to visit."
3/20/2021,2,"This was my first time here, and I told the cashier that and she was really nice her name was Issa. Explained the whole menu to me and was very friendly. Customer service overall was good. The food took a really long time to come out which I thought was weird because it wasn't really busy. The prices do not match the portions size. A side of fried rice was 6$ and they up charge for fried rice. They need to have a small bowl and a large bowl because the regular size bowl is way to small for 10$. The fried rice wasn't really that great quality wise. I wouldn't come here again, I will definitely just stick with the Asian mom and pop shops they are less stingy with the fried rice lol."
5/3/2022,1,Nothing ruins your Bento experience than getting to a Bento that is empty and has a 20 minute wait on the kitchen... and no boba teas available!
6/1/2022,2,Let me start this review off on a positive note. The food is really good. I recently tried the katsu noodle bowl and the mt fuji sushi. It was really good but the service not so much. I'm not sure if it's just because they were busy but this has happened the last two times I've came here. I did my order online and they gave me a time. I came to the establishment at said time. I was advised that it's coming soon. 20 minutes later I'm being told the same thing despite the fact that I did my order almost an hour ago. They are very slow when it comes to bringing out your order. It's crazy because what's the point of ordering the food online if it's not going to be ready by the time you get there. I can understand waiting another 5 or 10 minutes but 20? That's ridiculous
8/28/2021,5,"This is a delivery review.Delivery is difficult to get right. It either soggy, wet, cold, overcompensated for in some way, or just plain out terrible. Bento is hands down the best delivery order I've had (not including pizza, of course) on Uber Eats. It was delicious, appropriately sauced and arrived quickly and HOT! Good enough I wasn't sure whether to plow through or save for later. I order the veggie spring rolls and Pao Pao Bowl.  Keep it up guys it was great."
9/4/2021,4,My first time going here. It was pretty little that great for first date. I got red coconut curry it chicken n shrimp bento box. The curry was really good with little sweet but with little kick also. The chicken was tinderbox not dry. The shrimp was perfectly cooked n not rubber. Highly recommend it if your for some Southeast Asian curry.
11/29/2020,3,"I stopped here for a late lunch ona Saturday afternoon.  The staff was very friendly and helpful.  I had a rice bowl with teriyaki chicken and an order of spring rolls. The spring rolls were sort of crispy, but very mushy inside, a sure sign they were previously frozen and reheated.  The rice bowl was tasty.  Rice was fresh, chicken cooked properly and veggies were crunchy. I may return and try some of their other options."
10/1/2020,1,"I was soooo excited to finally try this place after seeing their promotional news segment on YouTube. However, after receiving my order I was immediately underwhelmed by the  strand of hair found inside my entrée (see picture). During Covid, I trust that every restaurant establishment is aware of the necessary precautions that should be taken to ensure the safety and health of the public. Upon receiving my order from door dash, this was not the case. I give this place 5 stars for packaging, they really have honed in on providing an excellent presentation. However, I didn't want to chance the possibility of getting sick from eating my order, given the additional human hair garnishment. Needless to say, I unfortunately had to throw away my order but may try them again in the near future."
9/21/2020,5,"My eyes almost popped out of my head when I saw that there was activity at Bento when I was across the street at Blaze Pizza. It turns out that they are in a soft opening right now. From what I've already experienced I know that I am going to be a regular customer here. Bento provides a wide variety of dishes to choose from with sushi, bowls, and bento boxes being some of the many choices. You can add/remove proteins and ingredients to make your perfect dish. What I was really excited about was udon noodle soup. It's extremely difficult to find a restaurant around here that serves it with chicken. And finding one that I actually like has felt impossible. Ichiban sushi down the street on Fowler used to sell it, but they stopped years ago and now only offer a seafood variety. The udon noodles were cooked exactly how I like them and on top was some delicious chicken katsu. Honestly even though I'm looking forward to trying their other dishes if they only offered this I would be happy. The lo mein noodle bowl was a hefty serving and would be quite filling. The fried dumplings were a miss for me. They are more of the crunchy kind and the dipping sauce was spicy. That's just personal preference though and some people will prefer both of these. I can't wait to try more of their bowls and Bento boxes.Another thing that made me really excited was that they sell boba tea! Right now during covid-19 I am only getting food from places that offer curbside or delivery. My favorite boba tea place isn't doing this and I have been suffering Boba withdrawal. While it's nowhere near my favorite, I did enjoy their boba tea. They get massive points for having large paper Boba straws that did not get soggy while I was consuming my drink. I wish that we could adjust the sweetness level of our drinks because mine was sweeter than I normally would prefer. The Boba was more of a mini Boba variety, but again some people might prefer that.Right now they are delivery only during this soft opening. I had a little hiccup with their website in that it would not allow me to place an order because it said it was too close to closing time. However, I was able to use DoorDash without a problem and place an order a few minutes later. Small problems are expected during a soft opening and hopefully this is something they can work out. I think this is a great addition to the USF area!"
12/1/2020,1,"This was our first and, likely, our only visit. We ordered online but ate at the restaurant. The only thing we had that was appealing was the miso soup. It had a great umami flavor, the portion was generous, and it had plenty of tofu and seaweed. That's where the my enjoyment ended. I had the katsu bento box with steak. Calling it steak was a gross overstatement. The texture of the meat was incredibly off-putting. It was almost mushy. Aside from the color, it was not actually identifiable as beef. The order was not quite ready when we got there, yet when I tried the first bit of katsu, even the breading wasn't crisp. The only nice thing I can say about the bento box was that the rice was properly cooked, and the ginger sesame dressing on the salad had good flavor. Beyond that, a total miss.Same with the beef bulgogi bowl my husband had. We both love Korean food, but the sauce didn't even taste like bulgogi. We ordered a 4 piece roll and wakame salad, too, just so we could try different things on the menu. The roll was sloppily made, fell apart easily, and tasted utterly bland. I'd wager Publix sushi is better. As for the salad, my husband said it was ""decent.""  Not exactly a glowing review. Between food and beverages, we spent more than $60 for food that was a major disappointment. I'm not sure why or how the Yelp reviews are so complimentary."
12/7/2021,1,"Food is bearable, service is decent hence the one star. What I can't stand is how sushi rolls used to be eight dollars an hour $10 also some rolls for 1115. That's price gouging if any, you are in a student/university town. If you're going to charge this much, at least step up the quality."
4/12/2022,1,"Peak lunch and they were dead. And they are located at a great location so that should tell you something about the food. However, my review is base on sevice only because I didn't even get a chance to eat. Starving, I ordered 2 bento boxes and a roll of sushi. Came up to $63. A bit much for a single and lunch at that, but I couldnt of cared less. I just wanted to eat. Before I could even pull out my cash, the cashier gave me a disgusted look and told me they were a no cash business. Okay... I was extremely surprised because there were zero signs. I could of easily paid with my card, but this little toot made me feel as if I was behind the times. That cash was so prehistoric.  Apple pay and cards only you old hag. I was starving so I took the abuse. I reached down for my credit card only to look up and found her sitting back down at one of the booths. I walked out and walked over to Pollo Trop. They were super nice, food was good and accepted  both cash and credit. But man, they were packed! I wonder why..."
12/13/2021,1,Less than a mile from my workplace and they don't deliver.  Instead chose another company that did.  Oh well.
3/23/2021,4,"5 stars for the staff. They were so friendly and helpful! 3 stars for the food. I got the sesame stir fry and it was good but not great. The veggies were fresh, which I appreciate. The noodles were just okay. I did not care for the dressing on the salad. I'll probably go back and try the sushi and a boba tea."
6/23/2022,5,"BENTO - moved here about 5 years ago - Temple Terrace is lacking in good, consistent, and delicious food. Have not had a let alone decent but edible Asian cuisine since Chattanooga and prior to that Metro-Detroit; Toronto. Love, Asian particularly like Cantonese - Bento's Cantonese type dishes are so wonderful, prices are very good for the great high quality food and amount. FINALLY, after two long years of cooking and ordering a few really bad meals from the small selections of restaurants in Temple Terrace we have a clear winner BENTO'S EXCELLENT 10 STARS. PS not sure if there are deserts will have to check into that. We ordered: Pot Stickers; Egg Rolls; Sushi SPECIAL-MEX (order more wasabi and ginger); General Tao's Chicken and Shrimp Yellow Coconut Curry Box. YUM!"
6/18/2022,1,Went to get two rolls for lunch right around a little after they opened check out was nice and fast and was hoping to get the food at a reasonable time but from the time we ordered to actually getting the food was 30 minutes. The restaurant was pretty dead too but there were several orders that where served to a table after I had ordered mine. When I went to address my concern I wasn't even addressed until I politely made got the cashiers attention after 5 or so minutes watching the server pack to go orders. When I asked about my order she's said it would be coming out right now which made me think she forgot about my order entirely. The food isn't bad but this isn't the first time I had orders get ready 20-30 later after I ordered. A couple times I ordered to go and the time the site said it would be ready the order would take an additional 20-30 minutes. I don't usually write bad reviews but it's just been consistent with the problems I been having.
3/14/2022,1,"Decided to go to Bento sushi with my wonderful family. I was excited for my Sweet and Sour chicken. While eating I was surprised to find an excessively long pube in my first few bites. I decided to ignore the first one, however I continued to find surprise pubes spread throughout it. Overall would not recommend unless you like finding moderate to excessively long pubes in your meals. Enjoy :)"
1/4/2021,3,"I would first like to say that this rating is based only on how I feel about the menu for this location. The quality and service at Bento is always tops - five stars. I have been going to Bento restaurants (in Orlando and Gainesville) for years now so I was super excited for this Tampa location. The restaurant inside is very clean, and spacious. I had no problem dining-in, I was safely distant from other tables. They also have hand-sanitizers installed for you to use and they are following all safety Covid protocols. When it comes to their menu, it kind of looks overwhelming at first, because there are so many options for how you want your bento box, rice bowl, poke bowl, or sushi combo box. Once you get through the menu though, you will realize it's quite easy to order what you want and the staff are more than willing to help with any questions you have. The Tampa location menu offers a lot, BUT I AM TRULY SAD about this one item that is missing from the Tampa menu. It is available at other Bento locations and I always order it when I eat at Bento. The item I'm talking about is the SZECHUAN NOODLE SOUP - soy braised brisket, bok choy, scallion with ramen noodles. I even checked on Bento's official website to see if they still have this item on their menu, and they do! It's available in Orlando and other locations in FL, but not Tampa. Since I was bummed out about this item not being served at this Tampa location, it kind of dampened my mood to want to eat here. Also, I brought my mom with me to eat here for the first time and raved about how she would love the Szechuan Noodle Soup dish ( my fault for assuming this was offered at the Tampa location and not checking the menu beforehand) But not all hope was lost! They have the Spicy Donburi bowl (tuna or salmon, avocado, masago,cucumber, wakame, spicy mayo) on this Tampa menu which is one of my favorites at Bento. Also, I tried something that I've never gotten before - the Garlic Broccoli Beef Bento Box which was pretty good but I would like to try a different option next time. Honestly, the Szechuan Noodle Soup is my ultimate go-to favorite and since this Tampa location doesn't have it on their menu, I will continue to support Bento at the locations that I am used to going to in Orlando and Gainesville."
11/7/2020,5,"Have been waiting for a Bento in this area for so long! Was sad that it wasn't a full menu like the other cities - please bring the noodle soups here! This is a great go-to when you need a good, cheap, and fast Asian meal. Lots of choices! Rice bowls that we love are the pao pao chicken, general tsos, spicy korean, bulgogi, udon soup, and curry/katsu. There's not a lot of sushi choices around here, and their rolls are pretty good. Not much for sushi/sashimi choices, but you can get poke bowls and dons which are decent (DIY mini poke bowls are a good small size for me or they have premade choices like salmon dons). Mt Fuji, hot lava, and TNT are my favorite rolls! Plenty of space indoors and a few outdoor tables. Employees are wearing masks so that's good. There's also an easy ordering system when you download their app and pick up on the shelf. Takes almost 30 minutes to be ready though. Enjoy!"
11/9/2020,1,"We had food delivered from Bento by Postmates. It was awful. Tasteless teriyaki sauce, miso that only tasted like salt and the worst was the meat. I paid extra for steak but what I received was a disgusting mystery meat. It had neither the texture nor flavor of beef. It was soaked in a ton of liquid smoke flavor which made it even worse. I suspect it was some sort of vegan meat substitute.  We won't be ordering from this place again."
8/25/2021,2,"Service *Food ***Price *Value *Cleanliness ****Ambiance  ***The S O works nearby so always looking for new lunch spots and decided to try this place. As you can see from 2 stars ,not impressed! When placing our order ( Hawaiian ""poke"" style rice bowl, and a Stir fried noodlebowl), it would have been nice to have been told  at that time the noodle bowl was going to take nearly a whole hour to prepare! My wife had to go back to the office so after waiting a half an hour she inquired about the order and said we were waiting on my noodle bowl. Another 10 minutes and it has not come out , I ask this time and was told waiting for 1 thing.‍ I was offered a  complimentary ""meatless"" soup or salad but I declined , said I just wanted our food we had ordered. I asked for my wife's order so she could eat, they gave it to me and The Hawiian bowl with tuna had maybe 2 oz of tuna, 4 small cubes. Now 55 minutes after ordering my wife went in ready to ask to be refunded for the other food but it was now ready. Seriously? 55 minutes for stir fry shrimp veggies and noodles? I could have gone to China Star a block away for basically the same thing and it would have taken 10 minutes or less! And it would have been half the price ...Our 2 bowls, 1 as a combo , was 35.00!! Outrageous! I don't mind paying for great food and amazing service , but this, I am sorry to say, was neither. On the plus side the food tasted okay and the restaurant appeared to be clean. An hour for stir fry?? SMH."
9/25/2021,3,I ordered the Volcano sushi and the Sesame Stir Fry Noodle Bowl. The sushi was SUPERB. The Noodle Bowl pissed me off. The noodles were overcooked and sticking to each other at the bottom of the bowl. The other items in it were decent. I really only ate the chicken and shrimp out it because the noodles made me gag they were so mushy. So upsetting and a waste of money tbh. I would say I prefer one of the rice bowls as I had it before but my mother had an order of it this time the rice was burnt.
11/27/2020,3,My partner and I ordered takeout from the newly opened Tampa location this Friday evening. We ordered two ginger salads and two red curry katsu rice bowls. The dressing on the salad was forgotten as well as one of the curry sauces for the main dish. Although we were very dissatisfied the food we did receive was great. I know it take a while for a new business to get their bearings but I expected a little more thoroughness from this company after frequenting other locations often.
2/15/2022,3,"I enjoyed my poke bowl but I paid over $19 which is too expensive for a fast food type place. That price included a 12% tip which you feel obligated to leave when you pay with a credit card and it prompts you to tip. This always leaves a bad taste for me. I tip waiters who served me, but I don't want to tip someone for ringing up my food. For that reason I wouldn't go back."
4/5/2021,1,"Food was bland and overpriced, service was horrible, would never eat here again. Stay away!"
